Namespace(batch_size=138, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-10, init_gain_conv1=1e-10, init_gain_conv2=1e-10, init_gain_conv3=1e-10, init_gain_fc=1e-10, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=64, oc1=32, oc2=64, oc3=64, padding=2, save_int=5, tau_mem_high=10.0, tau_mem_low=10.0, tau_ref_high=2.5, tau_ref_low=2.5, tau_syn_high=10, tau_syn_low=10, thr=0.0, train_samples=100, train_tau=False)
37b40e8a-f256-412b-b513-0f8feaa26009
Start Training Backbone
Epoch 1 | Batch 0/47 | Loss 7.0825 | Rotate Loss 3.6328 | Accuracy 2.173913 | Rotate Accuracy 25.3623 | Time 18.8869
Epoch 1 | Batch 5/47 | Loss 6.5204 | Rotate Loss 3.1994 | Accuracy 0.845411 | Rotate Accuracy 21.9807 | Time 18.1720
Epoch 1 | Batch 10/47 | Loss 6.1664 | Rotate Loss 2.6524 | Accuracy 0.790514 | Rotate Accuracy 26.6798 | Time 18.7122
Epoch 1 | Batch 15/47 | Loss 5.9925 | Rotate Loss 2.2883 | Accuracy 0.951087 | Rotate Accuracy 31.7482 | Time 19.1029
Epoch 1 | Batch 20/47 | Loss 5.8470 | Rotate Loss 2.1007 | Accuracy 0.966184 | Rotate Accuracy 34.2995 | Time 18.6192
Epoch 1 | Batch 25/47 | Loss 5.7423 | Rotate Loss 1.9391 | Accuracy 1.114827 | Rotate Accuracy 36.9844 | Time 19.3246
Epoch 1 | Batch 30/47 | Loss 5.6508 | Rotate Loss 1.8265 | Accuracy 1.262272 | Rotate Accuracy 38.2889 | Time 18.7145
Epoch 1 | Batch 35/47 | Loss 5.6103 | Rotate Loss 1.7399 | Accuracy 1.368760 | Rotate Accuracy 39.7746 | Time 18.8549
Epoch 1 | Batch 40/47 | Loss 5.5765 | Rotate Loss 1.7008 | Accuracy 1.484624 | Rotate Accuracy 40.2439 | Time 19.2749
Epoch 1 | Batch 45/47 | Loss 5.5436 | Rotate Loss 1.6701 | Accuracy 1.386263 | Rotate Accuracy 40.8948 | Time 18.8069
Epoch 1 : Accuracy 1.390625, Rotate Accuracy 48.718750, Time 1490.160254
Epoch 2 | Batch 0/47 | Loss 5.0616 | Rotate Loss 1.3096 | Accuracy 0.000000 | Rotate Accuracy 46.3768 | Time 19.0737
Epoch 2 | Batch 5/47 | Loss 5.1896 | Rotate Loss 1.2901 | Accuracy 1.086957 | Rotate Accuracy 47.4638 | Time 18.7011
Epoch 2 | Batch 10/47 | Loss 5.2346 | Rotate Loss 1.3087 | Accuracy 1.383399 | Rotate Accuracy 46.5086 | Time 18.3874
Epoch 2 | Batch 15/47 | Loss 5.1987 | Rotate Loss 1.3012 | Accuracy 1.539855 | Rotate Accuracy 46.9203 | Time 19.0353
Epoch 2 | Batch 20/47 | Loss 5.2674 | Rotate Loss 1.3205 | Accuracy 1.725328 | Rotate Accuracy 47.0324 | Time 19.7878
Epoch 2 | Batch 25/47 | Loss 5.2821 | Rotate Loss 1.3013 | Accuracy 1.644370 | Rotate Accuracy 47.0178 | Time 19.1138
