Namespace(batch_size=138, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-10, init_gain_conv1=1e-10, init_gain_conv2=1e-10, init_gain_conv3=1e-10, init_gain_fc=1e-10, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=64, oc1=32, oc2=64, oc3=64, padding=2, save_int=5, tau_mem_high=15.0, tau_mem_low=15.0, tau_ref_high=2.5, tau_ref_low=2.5, tau_syn_high=10, tau_syn_low=10, thr=0.0, train_samples=100, train_tau=False)
98cdae42-e680-49a7-9418-24cf838f2950
Start Training Backbone
Epoch 1 | Batch 0/47 | Loss 8.0666 | Rotate Loss 3.6093 | Accuracy 0.724638 | Rotate Accuracy 25.3623 | Time 20.0006
Epoch 1 | Batch 5/47 | Loss 7.2711 | Rotate Loss 2.6712 | Accuracy 1.690821 | Rotate Accuracy 24.8792 | Time 19.2293
Epoch 1 | Batch 10/47 | Loss 6.8642 | Rotate Loss 2.2385 | Accuracy 2.173913 | Rotate Accuracy 27.7997 | Time 18.8828
Epoch 1 | Batch 15/47 | Loss 6.6806 | Rotate Loss 1.9970 | Accuracy 2.038043 | Rotate Accuracy 32.2917 | Time 19.3201
Epoch 1 | Batch 20/47 | Loss 6.4506 | Rotate Loss 1.8507 | Accuracy 1.863354 | Rotate Accuracy 35.3692 | Time 19.0377
Epoch 1 | Batch 25/47 | Loss 6.3030 | Rotate Loss 1.7969 | Accuracy 1.811594 | Rotate Accuracy 37.2631 | Time 18.3891
Epoch 1 | Batch 30/47 | Loss 6.2137 | Rotate Loss 1.8339 | Accuracy 1.729780 | Rotate Accuracy 36.6526 | Time 18.8893
Epoch 1 | Batch 35/47 | Loss 6.2141 | Rotate Loss 1.8170 | Accuracy 1.650564 | Rotate Accuracy 37.1578 | Time 18.9474
Epoch 1 | Batch 40/47 | Loss 6.1891 | Rotate Loss 1.7529 | Accuracy 1.643690 | Rotate Accuracy 37.3100 | Time 18.7295
Epoch 1 | Batch 45/47 | Loss 6.1382 | Rotate Loss 1.7137 | Accuracy 1.669817 | Rotate Accuracy 38.6263 | Time 18.3305
Epoch 1 : Accuracy 1.328125, Rotate Accuracy 45.328125, Time 1512.529431
Epoch 2 | Batch 0/47 | Loss 5.2674 | Rotate Loss 1.1664 | Accuracy 0.724638 | Rotate Accuracy 47.8261 | Time 18.6489
