Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
0001    000475.6600    0.2750    0.2119    0.5635    0.7551    25.3114
0002    000271.3972    0.2800    0.2075    0.5538    0.8270    24.0489
0003    000158.6730    0.2475    0.2113    0.5576    0.9094    24.1281
0004    000047.0184    0.3100    0.2116    0.5578    0.9358    23.7560
0005    000034.6415    0.2575    0.2098    0.5616    0.9520    23.9852
0006    000026.3275    0.2725    0.2096    0.5619    0.9511    23.9145
Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
0001    000500.7117    0.2575    0.2128    0.5383    0.7480    23.6524
0002    000232.3647    0.2675    0.2091    0.5412    0.8465    23.8021
0003    000146.0120    0.2700    0.2100    0.5399    0.9024    24.0280
0004    000070.5273    0.2500    0.2136    0.5516    0.9369    23.8752
0005    000034.8548    0.2700    0.2122    0.5543    0.9492    24.1217
0006    000027.7672    0.2675    0.2158    0.5617    0.9533    23.8320
0007    000020.2977    0.2700    0.2137    0.5546    0.9570    23.6994
0008    000020.8726    0.2850    0.2147    0.5590    0.9605    23.8531
0009    000017.6293    0.2550    0.2160    0.5592    0.9642    23.6840
0010    000023.4883    0.2550    0.2179    0.5653    0.9588    23.9169
0011    000019.9236    0.2475    0.2161    0.5532    0.9611    23.7610
0012    000014.9806    0.2500    0.2173    0.5520    0.9582    23.9218
0013    000009.9992    0.2625    0.2168    0.5548    0.9613    23.6133
0014    000011.0862    0.2700    0.2163    0.5532    0.9631    24.3025
0015    000011.3059    0.2550    0.2135    0.5537    0.9623    24.0354
0016    000011.5872    0.2600    0.2220    0.5542    0.9654    23.8093
0017    000011.2496    0.2525    0.2136    0.5533    0.9616    23.4519
0018    000011.3276    0.2675    0.2146    0.5640    0.9648    24.2631
0019    000011.2362    0.2725    0.2162    0.5591    0.9647    24.0945
0020    000009.4191    0.2600    0.2154    0.5592    0.9656    23.6191
0021    000012.4568    0.2475    0.2148    0.5613    0.9601    24.1800
0022    000011.9794    0.2500    0.2131    0.5527    0.9640    23.9872
0023    000009.4926    0.2525    0.2182    0.5680    0.9664    23.9920
0024    000008.8238    0.2550    0.2219    0.5621    0.9645    24.1182
0025    000009.1747    0.2525    0.2214    0.5657    0.9667    23.9509
0026    000010.0599    0.2500    0.2220    0.5638    0.9651    23.6713
0027    000010.8210    0.2475    0.2234    0.5679    0.9667    24.0435
0028    000009.4622    0.2625    0.2228    0.5647    0.9660    23.4549
0029    000010.4840    0.2475    0.2160    0.5651    0.9666    23.9409
0030    000009.8474    0.2575    0.2143    0.5579    0.9639    23.8788
0031    000010.2058    0.2475    0.2155    0.5620    0.9655    23.8854
0032    000008.6817    0.2550    0.2149    0.5604    0.9667    23.9549
0033    000008.8606    0.2575    0.2200    0.5640    0.9655    23.6366
0034    000008.7620    0.2550    0.2163    0.5608    0.9653    23.7546
0035    000009.1586    0.2600    0.2182    0.5636    0.9667    23.6119
0036    000008.2643    0.2525    0.2167    0.5627    0.9666    24.4906
0037    000008.5371    0.2575    0.2187    0.5632    0.9667    24.0516
0038    000008.7278    0.2675    0.2189    0.5627    0.9659    24.0382
0039    000009.2188    0.2500    0.2170    0.5677    0.9659    23.8215
0040    000010.7307    0.2475    0.2165    0.5636    0.9656    24.0217
0041    000009.7900    0.2475    0.2129    0.5507    0.9656    23.7361
0042    000010.9614    0.2525    0.2165    0.5642    0.9658    23.4878
0043    000009.0598    0.2525    0.2148    0.5615    0.9667    23.9170
0044    000009.5364    0.2575    0.2165    0.5624    0.9661    23.9438
0045    000008.9141    0.2500    0.2125    0.5532    0.9654    23.7868
0046    000009.1411    0.2500    0.2190    0.5634    0.9663    24.3345
0047    000008.7237    0.2525    0.2160    0.5642    0.9661    23.9212
0048    000008.4990    0.2600    0.2170    0.5609    0.9667    23.5300
0049    000009.0040    0.2475    0.2183    0.5633    0.9667    23.7477
0050    000008.6055    0.2500    0.2148    0.5634    0.9667    23.8012
0051    000009.2402    0.2575    0.2159    0.5633    0.9667    24.4478
0052    000008.7020    0.2550    0.2157    0.5616    0.9667    23.6776
0053    000008.4895    0.2525    0.2146    0.5589    0.9663    23.8577
0054    000009.6403    0.2525    0.2126    0.5518    0.9651    24.2374
0055    000009.0301    0.2500    0.2166    0.5618    0.9667    23.8986
0056    000008.3530    0.2500    0.2160    0.5599    0.9664    24.1621
0057    000008.2476    0.2600    0.2157    0.5604    0.9654    23.9442
0058    000009.1554    0.2475    0.2165    0.5629    0.9663    23.5733
0059    000009.8250    0.2525    0.2158    0.5594    0.9665    23.7761
0060    000008.9143    0.2525    0.2155    0.5577    0.9667    24.2300
0061    000008.9552    0.2500    0.2148    0.5595    0.9662    24.0253
0062    000008.4442    0.2500    0.2164    0.5563    0.9667    24.2317
0063    000009.5010    0.2550    0.2165    0.5565    0.9655    24.0566
0064    000008.2898    0.2525    0.2194    0.5480    0.9667    24.1360
0065    000008.5639    0.2550    0.2178    0.5517    0.9661    24.1046
0066    000008.5527    0.2475    0.2185    0.5511    0.9666    23.9780
0067    000009.1576    0.2500    0.2192    0.5480    0.9664    23.8314
0068    000008.7359    0.2600    0.2214    0.5493    0.9667    24.0063
0069    000008.9188    0.2500    0.2224    0.5476    0.9667    24.2059
0070    000008.2706    0.2550    0.2166    0.5499    0.9667    23.7760
0071    000009.2712    0.2550    0.2214    0.5492    0.9667    24.0775
0072    000008.9485    0.2500    0.2200    0.5515    0.9667    23.7857
0073    000008.2859    0.2600    0.2198    0.5497    0.9667    24.4081
0074    000008.9445    0.2450    0.2184    0.5479    0.9667    23.9805
0075    000008.2741    0.2575    0.2186    0.5470    0.9667    23.9219
0076    000008.3105    0.2550    0.2198    0.5469    0.9667    24.1507
0077    000008.2859    0.2550    0.2202    0.5471    0.9667    23.9700
0078    000008.7124    0.2525    0.2144    0.5588    0.9660    23.8334
0079    000008.3133    0.2500    0.2216    0.5457    0.9667    23.5294
0080    000008.2898    0.2575    0.2206    0.5468    0.9667    23.6716
0081    000008.5286    0.2550    0.2146    0.5597    0.9660    23.7844
0082    000009.1113    0.2525    0.2164    0.5598    0.9667    23.6989
0083    000008.2906    0.2500    0.2148    0.5590    0.9665    24.0615
0084    000008.5267    0.2550    0.2193    0.5553    0.9658    23.9180
0085    000008.6410    0.2475    0.2219    0.5532    0.9667    23.6105
0086    000008.8673    0.2500    0.2171    0.5449    0.9667    23.9059
0087    000008.8293    0.2525    0.2163    0.5431    0.9667    24.1813
0088    000008.6980    0.2500    0.2198    0.5404    0.9660    24.1937
0089    000008.2874    0.2500    0.2166    0.5416    0.9655    23.4315
0090    000008.6699    0.2550    0.2142    0.5441    0.9667    23.7793
0091    000009.2497    0.2500    0.2145    0.5466    0.9663    23.8254
0092    000009.0081    0.2525    0.2155    0.5441    0.9667    23.7676
0093    000008.2797    0.2525    0.2153    0.5439    0.9666    23.6928
0094    000009.4520    0.2500    0.2163    0.5443    0.9665    23.9264
0095    000008.5578    0.2500    0.2151    0.5441    0.9667    24.3638
0096    000009.2124    0.2525    0.2150    0.5441    0.9667    24.1551
0097    000008.5254    0.2500    0.2147    0.5435    0.9661    23.8478
0098    000008.7468    0.2550    0.2195    0.5562    0.9667    24.4981
0099    000008.7700    0.2525    0.2187    0.5559    0.9667    24.0605
0100    000008.2948    0.2500    0.2226    0.5532    0.9664    23.8593
0101    000008.3106    0.2500    0.2204    0.5550    0.9664    23.8236
0102    000008.2835    0.2500    0.2190    0.5563    0.9663    24.0794
0103    000008.3058    0.2525    0.2203    0.5557    0.9667    23.7181
0104    000008.6289    0.2550    0.2176    0.5532    0.9667    24.1685
0105    000008.6531    0.2550    0.2237    0.5506    0.9667    23.8168
0106    000008.3058    0.2500    0.2223    0.5507    0.9667    23.6260
0107    000008.3098    0.2500    0.2175    0.5535    0.9667    24.0231
0108    000009.6362    0.2525    0.2209    0.5510    0.9657    23.8129
0109    000009.4960    0.2450    0.2165    0.5552    0.9664    24.3217
0110    000008.2899    0.2550    0.2178    0.5501    0.9667    23.9025
0111    000008.2770    0.2575    0.2174    0.5512    0.9658    23.9292
0112    000008.2978    0.2525    0.2193    0.5503    0.9667    23.9415
0113    000008.5061    0.2525    0.2205    0.5544    0.9667    24.0337
0114    000008.6570    0.2525    0.2188    0.5555    0.9667    23.6705
0115    000008.3066    0.2500    0.2191    0.5545    0.9662    23.9440
0116    000008.3042    0.2500    0.2192    0.5531    0.9662    23.9246
0117    000008.2987    0.2525    0.2199    0.5517    0.9663    23.6693
0118    000008.8640    0.2525    0.2170    0.5499    0.9656    23.9285
0119    000008.5200    0.2550    0.2212    0.5461    0.9667    23.9730
0120    000008.3098    0.2525    0.2188    0.5488    0.9667    23.9690
0121    000008.5002    0.2475    0.2174    0.5490    0.9667    24.2029
0122    000008.8361    0.2525    0.2169    0.5481    0.9667    23.8670
0123    000008.3018    0.2575    0.2178    0.5485    0.9667    24.1668
0124    000008.7601    0.2500    0.2183    0.5473    0.9667    23.7670
0125    000008.5835    0.2475    0.2190    0.5477    0.9667    23.8343
0126    000008.3058    0.2550    0.2186    0.5483    0.9667    23.9863
0127    000008.3106    0.2500    0.2182    0.5489    0.9663    23.8437
0128    000008.2984    0.2500    0.2163    0.5468    0.9667    23.4361
0129    000008.3058    0.2525    0.2169    0.5481    0.9667    23.7087
0130    000008.5519    0.2475    0.2176    0.5484    0.9667    24.0246
0131    000008.3066    0.2500    0.2186    0.5483    0.9663    23.8773
0132    000008.2986    0.2500    0.2180    0.5486    0.9665    24.1478
