Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
0082    000011.2661    0.4000    0.1859    0.6085    0.0000    29.1990
0083    000011.2661    0.4000    0.1865    0.6089    0.0000    29.1896
0084    000011.2661    0.4000    0.1861    0.6082    0.0000    29.0909
0085    000011.6102    0.3960    0.1910    0.6085    0.0000    29.5052
0086    000011.2661    0.4000    0.1907    0.6087    0.0000    29.2726
0087    000011.6247    0.4000    0.1901    0.6090    0.0003    29.4485
0088    000011.2661    0.4000    0.1850    0.6084    0.0000    29.2475
0089    000011.2661    0.4000    0.1857    0.6075    0.0000    29.1949
0090    000011.5964    0.3980    0.1865    0.6070    0.0000    29.2791
0091    000011.2661    0.4000    0.1861    0.6063    0.0000    29.2899
0092    000011.2661    0.4000    0.1862    0.6069    0.0000    29.5604
0093    000011.2661    0.4000    0.1852    0.6068    0.0000    29.4429
0094    000011.3548    0.3980    0.1869    0.6087    0.0000    29.0170
0095    000011.5493    0.4000    0.1909    0.6081    0.0000    29.0819
0096    000011.2661    0.4000    0.1911    0.6081    0.0000    28.9148
0097    000011.5215    0.4000    0.1909    0.6084    0.0000    29.0373
0098    000011.7854    0.3980    0.1865    0.6099    0.0000    29.4760
0099    000011.2563    0.4020    0.1862    0.6094    0.0000    29.0920
0100    000011.4483    0.4000    0.1860    0.6100    0.0001    29.4223
0101    000011.2661    0.4000    0.1905    0.6082    0.0000    29.1304
0102    000011.2661    0.4000    0.1901    0.6084    0.0000    29.6871
0103    000011.2661    0.4000    0.1897    0.6086    0.0000    29.4399
0104    000011.7715    0.4000    0.1906    0.6088    0.0000    29.0632
0105    000011.2661    0.4000    0.1901    0.6089    0.0000    29.2542
0106    000011.2661    0.4000    0.1910    0.6086    0.0000    29.3788
0107    000011.5215    0.4000    0.1898    0.6093    0.0000    29.2634
0108    000011.2661    0.4000    0.1897    0.6093    0.0000    29.0827
0109    000011.6048    0.3980    0.1904    0.6085    0.0000    29.6389
0110    000011.2661    0.4000    0.1899    0.6086    0.0000    29.3824
0111    000011.2437    0.4020    0.1897    0.6088    0.0000    29.0023
0112    000011.2661    0.4000    0.1893    0.6082    0.0000    29.3772
0113    000011.6048    0.3980    0.1893    0.6089    0.0000    29.7860
0114    000011.4158    0.4000    0.1903    0.6090    0.0000    28.8268
0115    000011.7908    0.4000    0.1856    0.6068    0.0000    29.4556
0116    000011.2437    0.4020    0.1859    0.6062    0.0000    29.5578
0117    000011.2661    0.4000    0.1860    0.6064    0.0000    29.4930
0118    000011.2661    0.4000    0.1846    0.6070    0.0000    29.9976
0119    000011.7993    0.4000    0.1857    0.6064    0.0000    29.3735
0120    000011.2661    0.4000    0.1869    0.6064    0.0000    29.3170
0121    000011.3741    0.4000    0.1906    0.6077    0.0000    29.0508
0122    000011.7159    0.4000    0.1922    0.6120    0.0000    28.9259
0123    000011.5659    0.3980    0.1918    0.6116    0.0002    29.0819
0124    000011.4042    0.3980    0.1856    0.6091    0.0001    29.3635
0125    000011.2661    0.4000    0.1966    0.6184    0.0000    29.5446
0126    000011.2437    0.4020    0.1968    0.6184    0.0000    29.4292
0127    000011.2661    0.4000    0.1969    0.6184    0.0000    28.5559
0128    000011.2661    0.4000    0.1969    0.6187    0.0000    29.6565
0129    000011.4104    0.3980    0.1892    0.6091    0.0000    29.1011
0130    000011.2661    0.4000    0.1889    0.6080    0.0000    29.2830
0131    000011.2661    0.4000    0.1895    0.6081    0.0000    29.1814
0132    000011.2661    0.4000    0.1889    0.6091    0.0000    29.3975
0133    000011.2661    0.4000    0.1885    0.6087    0.0000    29.2758
0134    000011.2661    0.4000    0.1885    0.6089    0.0000    29.1445
0135    000011.4160    0.3980    0.1932    0.6159    0.0000    29.3332
0136    000011.2661    0.4000    0.1927    0.6164    0.0000    29.2624
0137    000011.2661    0.4000    0.1926    0.6166    0.0000    29.0324
0138    000011.5215    0.3980    0.1928    0.6160    0.0000    29.2104
0139    000011.2661    0.4000    0.1923    0.6160    0.0000    28.9658
0140    000011.4243    0.3980    0.1885    0.6087    0.0000    29.3401
0141    000011.2661    0.4000    0.1885    0.6083    0.0000    29.4259
0142    000011.3272    0.4000    0.1893    0.6089    0.0000    29.4065
0143    000011.4798    0.3980    0.1895    0.6090    0.0000    29.1265
0144    000011.2661    0.4000    0.1894    0.6093    0.0000    28.8563
0145    000011.2782    0.3980    0.1881    0.6092    0.0000    28.7772
0146    000011.2661    0.4000    0.1892    0.6089    0.0000    29.2057
0147    000011.5215    0.4000    0.1897    0.6090    0.0000    29.8414
0148    000011.2661    0.4000    0.1898    0.6081    0.0000    29.0730
0149    000011.4243    0.3980    0.1862    0.6084    0.0000    29.0106
0150    000011.2661    0.4000    0.1864    0.6086    0.0000    29.7139
0151    000011.8603    0.3980    0.1868    0.6090    0.0000    28.9802
0152    000011.2661    0.4000    0.1866    0.6089    0.0000    29.4102
0153    000011.3272    0.4000    0.1858    0.6057    0.0000    29.1363
0154    000011.2437    0.4020    0.1857    0.6066    0.0000    29.2843
0155    000011.9382    0.3980    0.1860    0.6064    0.0000    29.2084
0156    000011.3002    0.3980    0.1913    0.6080    0.0000    29.1285
0157    000011.2661    0.4000    0.1907    0.6075    0.0000    29.2377
0158    000011.2661    0.4000    0.1905    0.6074    0.0000    28.6943
0159    000011.9238    0.3960    0.1866    0.6055    0.0001    29.6832
0160    000011.6604    0.3980    0.1862    0.6056    0.0000    28.9749
0161    000011.2661    0.4000    0.1859    0.6052    0.0000    29.5926
0162    000011.5215    0.3980    0.1849    0.6058    0.0000    29.1570
0163    000011.2661    0.4000    0.1851    0.6057    0.0000    29.4364
0164    000011.4104    0.3980    0.1865    0.6059    0.0000    29.6830
0165    000011.2437    0.4020    0.1854    0.6056    0.0000    29.0406
0166    000011.2661    0.4000    0.1861    0.6053    0.0000    29.2582
0167    000011.2661    0.4000    0.1859    0.6058    0.0000    28.8997
0168    000011.3826    0.4000    0.1869    0.6089    0.0000    29.3812
0169    000011.2661    0.4000    0.1867    0.6095    0.0000    28.9408
0170    000011.7159    0.3980    0.1907    0.6069    0.0000    29.4236
0171    000011.6850    0.3980    0.1865    0.6052    0.0002    29.6093
0172    000011.9991    0.3980    0.1887    0.6065    0.0000    29.2932
0173    000011.7715    0.3980    0.1865    0.6083    0.0000    29.3682
0174    000011.2661    0.4000    0.1866    0.6079    0.0000    29.4821
0175    000011.7769    0.3960    0.1858    0.6083    0.0000    29.7047
0176    000011.2661    0.4000    0.1867    0.6081    0.0000    29.1747
0177    000011.2661    0.4000    0.1864    0.6083    0.0000    29.0974
0178    000011.2661    0.4000    0.1862    0.6088    0.0000    29.2227
0179    000011.2661    0.4000    0.1859    0.6078    0.0000    29.3386
0180    000011.2661    0.4000    0.1869    0.6080    0.0000    29.3418
0181    000011.2775    0.4000    0.1862    0.6067    0.0000    29.1858
0182    000011.2775    0.3980    0.1852    0.6069    0.0000    28.8892
0183    000011.4798    0.3980    0.1873    0.6092    0.0000    29.2161
0184    000011.3548    0.3980    0.1903    0.6068    0.0000    29.0498
0185    000011.2661    0.4000    0.1908    0.6061    0.0000    29.2243
0186    000011.2661    0.4000    0.1899    0.6065    0.0000    29.3084
0187    000011.2661    0.4000    0.1902    0.6060    0.0000    29.3533
0188    000011.2437    0.4020    0.1911    0.6067    0.0000    29.3606
0189    000011.2661    0.4000    0.1911    0.6065    0.0000    28.9840
0190    000011.2661    0.4000    0.1907    0.6062    0.0000    29.0148
0191    000011.2661    0.4000    0.1905    0.6073    0.0000    28.7577
0192    000011.2661    0.4000    0.1906    0.6061    0.0000    29.2287
0193    000011.2661    0.4000    0.1901    0.6066    0.0000    29.2887
0194    000011.2661    0.4000    0.1903    0.6067    0.0000    29.2090
0195    000011.2661    0.4000    0.1910    0.6060    0.0000    29.4601
0196    000011.2661    0.4000    0.1901    0.6065    0.0000    29.3760
0197    000011.2661    0.4000    0.1902    0.6059    0.0000    29.3369
0198    000011.2661    0.4000    0.1909    0.6065    0.0000    29.1069
0199    000011.2661    0.4000    0.1908    0.6064    0.0000    28.9723
0200    000011.2661    0.4000    0.1896    0.6067    0.0000    29.3435
0201    000011.2661    0.4000    0.1904    0.6066    0.0000    29.0450
0202    000011.4189    0.3980    0.1906    0.6062    0.0001    29.2534
0203    000011.2661    0.4000    0.1856    0.6052    0.0000    43.7342
0204    000011.2775    0.3980    0.1860    0.6062    0.0000    29.0907
0205    000011.2661    0.4000    0.1864    0.6052    0.0000    29.1652
0206    000011.2661    0.4000    0.1857    0.6052    0.0000    28.9592
0207    000011.2661    0.4000    0.1868    0.6055    0.0000    29.2720
0208    000011.2661    0.4000    0.1869    0.6052    0.0000    29.5054
0209    000011.2661    0.4000    0.1856    0.6052    0.0000    29.2714
0210    000011.2447    0.4020    0.1866    0.6056    0.0000    29.2699
0211    000011.2661    0.4000    0.1854    0.6055    0.0000    29.0472
0212    000011.2661    0.4000    0.1854    0.6054    0.0000    29.1427
0213    000011.2661    0.4000    0.1862    0.6052    0.0000    29.3490
0214    000012.0269    0.3980    0.1860    0.6048    0.0000    29.1810
0215    000011.3548    0.3980    0.1912    0.6068    0.0000    28.8596
0216    000011.5493    0.3980    0.1904    0.6063    0.0000    29.0835
0217    000011.2661    0.4000    0.1916    0.6066    0.0000    29.0718
0218    000011.2661    0.4000    0.1917    0.6066    0.0000    29.2877
0219    000011.2661    0.4000    0.1915    0.6066    0.0000    29.3700
0220    000011.4243    0.4000    0.1904    0.6062    0.0000    28.9967
0221    000011.2775    0.3980    0.1910    0.6066    0.0000    29.1522
0222    000011.2661    0.4000    0.1906    0.6069    0.0000    29.6799
0223    000011.2661    0.4000    0.1906    0.6059    0.0000    29.2770
0224    000011.2661    0.4000    0.1902    0.6070    0.0000    29.0581
0225    000011.6465    0.3980    0.1870    0.6084    0.0000    29.1426
0226    000011.2661    0.4000    0.1867    0.6093    0.0000    29.8416
0227    000011.2661    0.4000    0.1866    0.6087    0.0000    29.1792
0228    000011.2661    0.4000    0.1870    0.6089    0.0000    29.0924
0229    000011.2661    0.4000    0.1866    0.6095    0.0000    29.3721
0230    000011.8687    0.3980    0.1919    0.6066    0.0000    29.6921
0231    000011.2661    0.4000    0.1911    0.6066    0.0000    29.2693
0232    000011.2661    0.4000    0.1915    0.6067    0.0000    29.5349
0233    000011.2661    0.4000    0.1905    0.6066    0.0000    29.2277
0234    000011.6187    0.4000    0.1905    0.6066    0.0000    29.3598
0235    000011.2661    0.4000    0.1907    0.6067    0.0000    28.9999
0236    000011.2661    0.4000    0.1914    0.6064    0.0000    29.3766
0237    000011.2661    0.4000    0.1908    0.6064    0.0000    29.1882
0238    000011.2661    0.4000    0.1904    0.6068    0.0000    29.1290
0239    000012.1048    0.4000    0.1865    0.6085    0.0000    29.2389
0240    000011.2661    0.4000    0.1866    0.6091    0.0000    28.7815
0241    000011.2661    0.4000    0.1868    0.6084    0.0000    29.6926
0242    000011.2661    0.4000    0.1865    0.6086    0.0000    28.9175
0243    000011.2661    0.4000    0.1862    0.6082    0.0000    28.9726
0244    000011.2661    0.4000    0.1874    0.6082    0.0000    28.6072
0245    000011.3308    0.4000    0.1864    0.6083    0.0001    29.4930
0246    000011.2661    0.4000    0.1865    0.6063    0.0000    28.9496
0247    000011.6797    0.3980    0.1862    0.6057    0.0000    29.2288
0248    000011.2661    0.4000    0.1862    0.6058    0.0000    29.1740
0249    000011.2661    0.4000    0.1867    0.6069    0.0000    29.2243
0250    000011.4520    0.3980    0.1857    0.6062    0.0000    29.2747
0251    000011.2661    0.4000    0.1860    0.6063    0.0000    29.2718
0252    000011.2661    0.4000    0.1865    0.6064    0.0000    29.0901
0253    000011.5909    0.3980    0.1859    0.6059    0.0000    29.3664
0254    000011.2661    0.4000    0.1867    0.6062    0.0000    29.1455
0255    000011.2661    0.4000    0.1861    0.6067    0.0000    29.4012
0256    000011.3002    0.3980    0.1860    0.6091    0.0000    28.8426
0257    000011.2661    0.4000    0.1862    0.6086    0.0000    29.1586
0258    000011.2661    0.4000    0.1862    0.6086    0.0000    29.4628
0259    000011.2661    0.4000    0.1866    0.6095    0.0000    28.9580
0260    000011.3410    0.3980    0.1884    0.6080    0.0000    29.2742
0261    000011.2661    0.4000    0.1888    0.6089    0.0000    29.1055
0262    000011.2661    0.4000    0.1888    0.6078    0.0000    29.2604
0263    000011.2661    0.4000    0.1893    0.6075    0.0000    30.0987
0264    000011.2661    0.4000    0.1886    0.6081    0.0000    29.2485
0265    000011.2661    0.4000    0.1889    0.6076    0.0000    29.1686
0266    000011.6604    0.3980    0.1910    0.6069    0.0000    29.7286
0267    000011.2661    0.4000    0.1907    0.6063    0.0000    29.2355
0268    000011.2661    0.4000    0.1906    0.6069    0.0000    29.4512
0269    000011.2661    0.4000    0.1906    0.6073    0.0000    29.1928
0270    000011.2661    0.4000    0.1906    0.6072    0.0000    29.0615
0271    000011.2661    0.4000    0.1909    0.6067    0.0000    29.9315
0272    000011.2661    0.4000    0.1899    0.6070    0.0000    28.9957
0273    000011.2661    0.4000    0.1890    0.6076    0.0000    29.0105
0274    000011.2661    0.4000    0.1890    0.6078    0.0000    29.5768
0275    000011.2661    0.4000    0.1892    0.6082    0.0000    28.8872
0276    000011.6048    0.4000    0.1893    0.6072    0.0000    29.3140
0277    000011.4243    0.3980    0.1896    0.6075    0.0000    28.8839
0278    000011.4798    0.3980    0.1891    0.6076    0.0000    29.4351
0279    000011.2661    0.4000    0.1892    0.6079    0.0000    29.1440
0280    000011.2661    0.4000    0.1901    0.6078    0.0000    28.7543
0281    000011.2661    0.4000    0.1891    0.6075    0.0000    28.8753
0282    000011.2661    0.4000    0.1885    0.6083    0.0000    29.1441
0283    000011.2661    0.4000    0.1890    0.6083    0.0000    29.2542
0284    000011.2661    0.4000    0.1890    0.6074    0.0000    29.3176
0285    000011.4659    0.3980    0.1885    0.6088    0.0000    29.7473
0286    000011.2661    0.4000    0.1889    0.6081    0.0000    29.5616
0287    000011.2661    0.4000    0.1890    0.6079    0.0000    29.2305
0288    000011.2661    0.4000    0.1882    0.6080    0.0000    29.3574
0289    000011.2661    0.4000    0.1888    0.6082    0.0000    28.7974
0290    000011.2661    0.4000    0.1879    0.6087    0.0000    29.6675
0291    000011.2661    0.4000    0.1887    0.6085    0.0000    29.1828
0292    000011.6247    0.4000    0.1886    0.6083    0.0003    29.0577
0293    000011.2661    0.4000    0.1900    0.6072    0.0000    29.1429
0294    000011.2661    0.4000    0.1897    0.6076    0.0000    28.9985
0295    000011.4520    0.3980    0.1893    0.6080    0.0000    29.1289
0296    000011.2661    0.4000    0.1897    0.6071    0.0000    29.3480
0297    000011.2661    0.4000    0.1888    0.6078    0.0000    29.1189
0298    000011.2661    0.4000    0.1902    0.6077    0.0000    28.9944
0299    000011.2661    0.4000    0.1887    0.6079    0.0000    29.5572
0300    000011.2661    0.4000    0.1894    0.6078    0.0000    29.1994
0301    000011.2661    0.4000    0.1891    0.6075    0.0000    29.0306
0302    000011.2661    0.4000    0.1899    0.6075    0.0000    29.1179
0303    000011.4243    0.4000    0.1892    0.6081    0.0000    29.5080
0304    000011.2661    0.4000    0.1891    0.6081    0.0000    29.8209
0305    000011.3826    0.3980    0.1893    0.6077    0.0000    29.2836
0306    000011.2661    0.4000    0.1887    0.6072    0.0000    29.2471
0307    000011.2661    0.4000    0.1892    0.6078    0.0000    29.4779
0308    000011.4520    0.3980    0.1949    0.6143    0.0000    28.6602
0309    000011.2661    0.4000    0.1950    0.6143    0.0000    28.8745
0310    000011.2661    0.4000    0.1950    0.6146    0.0000    29.4363
0311    000011.2661    0.4000    0.1955    0.6143    0.0000    29.0553
0312    000011.2661    0.4000    0.1955    0.6143    0.0000    29.1158
0313    000011.2661    0.4000    0.1951    0.6146    0.0000    28.9907
0314    000011.2661    0.4000    0.1950    0.6146    0.0000    29.1211
0315    000011.2661    0.4000    0.1954    0.6143    0.0000    29.1796
0316    000011.2661    0.4000    0.1958    0.6147    0.0000    29.3299
0317    000011.6326    0.3980    0.1946    0.6145    0.0000    29.3550
0318    000011.2661    0.4000    0.1940    0.6144    0.0000    29.0342
0319    000011.2661    0.4000    0.1941    0.6143    0.0000    29.0644
0320    000011.2661    0.4000    0.1946    0.6144    0.0000    29.0603
0321    000011.2661    0.4000    0.1946    0.6149    0.0000    29.2138
0322    000011.3410    0.3980    0.1862    0.6087    0.0000    29.0803
0323    000011.5365    0.3980    0.1862    0.6088    0.0002    29.2143
0324    000011.6048    0.3980    0.1852    0.6079    0.0000    29.0691
0325    000011.2661    0.4000    0.1865    0.6078    0.0000    29.2942
0326    000011.4104    0.3980    0.1859    0.6063    0.0000    29.0509
0327    000011.2661    0.4000    0.1864    0.6062    0.0000    29.1800
0328    000011.2661    0.4000    0.1864    0.6070    0.0000    29.2515
0329    000011.2661    0.4000    0.1863    0.6059    0.0000    29.5397
0330    000011.2661    0.4000    0.1858    0.6063    0.0000    29.5426
0331    000011.2661    0.4000    0.1860    0.6061    0.0000    28.7799
0332    000011.2661    0.4000    0.1868    0.6062    0.0000    28.8757
0333    000011.5354    0.3980    0.1863    0.6058    0.0000    29.4216
0334    000011.2661    0.4000    0.1862    0.6058    0.0000    29.4411
0335    000011.4937    0.3980    0.1871    0.6123    0.0000    29.3943
0336    000011.2661    0.4000    0.1872    0.6114    0.0000    29.2570
0337    000011.2661    0.4000    0.1871    0.6124    0.0000    29.2126
0338    000011.4520    0.3980    0.1883    0.6187    0.0000    28.9081
0339    000011.2661    0.4000    0.1876    0.6193    0.0000    29.2772
0340    000011.2661    0.4000    0.1880    0.6196    0.0000    29.2166
0341    000011.2661    0.4000    0.1883    0.6184    0.0000    29.1378
0342    000011.2661    0.4000    0.1879    0.6193    0.0000    29.1860
0343    000011.2661    0.4000    0.1881    0.6191    0.0000    29.2641
0344    000011.2661    0.4000    0.1882    0.6191    0.0000    29.2128
0345    000011.2661    0.4000    0.1890    0.6189    0.0000    28.8483
0346    000011.2661    0.4000    0.1892    0.6189    0.0000    29.2328
0347    000011.2661    0.4000    0.1877    0.6186    0.0000    29.1863
0348    000011.2661    0.4000    0.1887    0.6184    0.0000    29.4675
0349    000011.2661    0.4000    0.1884    0.6188    0.0000    29.2835
0350    000011.2661    0.4000    0.1888    0.6193    0.0000    28.6999
0351    000011.2661    0.4000    0.1878    0.6185    0.0000    29.6467
0352    000011.3272    0.3980    0.1947    0.6125    0.0000    28.9802
0353    000011.2661    0.4000    0.1947    0.6126    0.0000    29.4494
0354    000011.2661    0.4000    0.1950    0.6132    0.0000    29.0189
0355    000011.2661    0.4000    0.1945    0.6134    0.0000    29.0507
0356    000011.2661    0.4000    0.1946    0.6122    0.0000    29.2579
0357    000011.2661    0.4000    0.1946    0.6130    0.0000    29.2660
0358    000011.2661    0.4000    0.1948    0.6125    0.0000    29.4079
0359    000011.2661    0.4000    0.1946    0.6125    0.0000    29.7821
0360    000011.2661    0.4000    0.1952    0.6130    0.0000    29.3663
0361    000011.2661    0.4000    0.1947    0.6128    0.0000    29.4179
0362    000011.2661    0.4000    0.1940    0.6134    0.0000    29.4034
0363    000011.2661    0.4000    0.1957    0.6129    0.0000    28.9443
0364    000011.2661    0.4000    0.1945    0.6128    0.0000    29.2985
0365    000011.2661    0.4000    0.1948    0.6130    0.0000    29.1983
0366    000011.2661    0.4000    0.1946    0.6123    0.0000    29.3470
0367    000011.2661    0.4000    0.1947    0.6125    0.0000    29.1548
0368    000011.2661    0.4000    0.1944    0.6131    0.0000    29.8556
0369    000011.2661    0.4000    0.1946    0.6125    0.0000    29.1645
0370    000011.2661    0.4000    0.1945    0.6132    0.0000    29.0575
0371    000011.2661    0.4000    0.1941    0.6127    0.0000    29.3789
0372    000011.2661    0.4000    0.1955    0.6127    0.0000    29.1771
0373    000011.2661    0.4000    0.1945    0.6135    0.0000    29.0796
0374    000011.2661    0.4000    0.1942    0.6127    0.0000    29.4787
0375    000011.2661    0.4000    0.1949    0.6129    0.0000    29.4207
0376    000011.2661    0.4000    0.1946    0.6133    0.0000    28.9744
0377    000011.2661    0.4000    0.1949    0.6126    0.0000    28.9199
0378    000011.2661    0.4000    0.1943    0.6131    0.0000    30.0681
0379    000011.3965    0.4000    0.1939    0.6125    0.0000    29.1621
0380    000011.2661    0.4000    0.1935    0.6120    0.0000    29.1447
0381    000011.3272    0.3980    0.1942    0.6125    0.0000    29.0294
0382    000011.2661    0.4000    0.1941    0.6125    0.0000    29.3110
0383    000011.2661    0.4000    0.1940    0.6126    0.0000    28.8569
0384    000011.2661    0.4000    0.1936    0.6128    0.0000    29.8557
0385    000011.2661    0.4000    0.1944    0.6130    0.0000    29.3858
0386    000011.2661    0.4000    0.1945    0.6124    0.0000    29.2428
0387    000011.2661    0.4000    0.1936    0.6125    0.0000    29.5223
0388    000011.2661    0.4000    0.1934    0.6124    0.0000    29.4603
0389    000011.2661    0.4000    0.1942    0.6131    0.0000    29.7772
0390    000011.2661    0.4000    0.1947    0.6129    0.0000    29.0519
0391    000011.2661    0.4000    0.1942    0.6125    0.0000    29.0380
0392    000011.2661    0.4000    0.1941    0.6122    0.0000    29.4508
0393    000011.2661    0.4000    0.1937    0.6125    0.0000    28.9538
0394    000011.2661    0.4000    0.1937    0.6129    0.0000    29.1648
0395    000011.2661    0.4000    0.1937    0.6132    0.0000    29.8859
0396    000011.2661    0.4000    0.1941    0.6125    0.0000    29.2637
0397    000011.2661    0.4000    0.1939    0.6124    0.0000    29.0647
0398    000011.2661    0.4000    0.1934    0.6135    0.0000    29.3341
0399    000011.2661    0.4000    0.1941    0.6126    0.0000    29.2145
