Namespace(aux_classes=4, batch_size=32, burnin=10, conv_bias=True, dataset='ASL-DVS', delta_t=1, epochs=400, fc_bias=True, init_gain_backbone=0.5, init_gain_fc=1, k1=7, k2=7, log_int=10, lr=1e-06, lr_div=100, n_train=14, none_act=0.05, oc1=8, oc2=24, reset=1, save_int=5, target_act=0.95, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.5, train_samples=300)
06528bf4-f026-4d7d-9840-f08415bb6b4e
Start Training Backbone
Epoch 1 | Batch 0/132 | Loss 4287.578125 | Rotate Loss 4570.156250 | Time 0.901375
Epoch 1 | Batch 10/132 | Loss 4096.743453 | Rotate Loss 4521.197443 | Time 0.965398
Epoch 1 | Batch 20/132 | Loss 4059.815837 | Rotate Loss 4519.064546 | Time 0.975934
Epoch 1 | Batch 30/132 | Loss 4086.154832 | Rotate Loss 4532.189894 | Time 0.969879
Epoch 1 | Batch 40/132 | Loss 4057.035662 | Rotate Loss 4505.302020 | Time 0.966694
Epoch 1 | Batch 50/132 | Loss 4048.518416 | Rotate Loss 4490.638557 | Time 0.979248
Epoch 1 | Batch 60/132 | Loss 4046.720283 | Rotate Loss 4480.626601 | Time 0.971780
Epoch 1 | Batch 70/132 | Loss 4047.624952 | Rotate Loss 4473.982229 | Time 0.967317
Epoch 1 | Batch 80/132 | Loss 4039.623240 | Rotate Loss 4470.254437 | Time 0.947642
Epoch 1 | Batch 90/132 | Loss 4028.071182 | Rotate Loss 4459.783525 | Time 0.958882
Epoch 1 | Batch 100/132 | Loss 4019.571540 | Rotate Loss 4455.526918 | Time 0.950733
Epoch 1 | Batch 110/132 | Loss 4011.690390 | Rotate Loss 4448.431341 | Time 0.950023
Epoch 1 | Batch 120/132 | Loss 4002.819098 | Rotate Loss 4447.424619 | Time 0.952072
Epoch 1 | Batch 130/132 | Loss 3996.472861 | Rotate Loss 4441.378340 | Time 0.952093
Epoch 1 : Accuracy 7.904762, Rotate Accuracy 24.809524, Time 283.656884
Epoch 2 | Batch 0/132 | Loss 3830.350586 | Rotate Loss 4407.781250 | Time 0.891307
Epoch 2 | Batch 10/132 | Loss 3862.186257 | Rotate Loss 4336.311790 | Time 0.965924
Epoch 2 | Batch 20/132 | Loss 3917.664841 | Rotate Loss 4351.243304 | Time 0.964254
Epoch 2 | Batch 30/132 | Loss 3900.218285 | Rotate Loss 4341.804561 | Time 0.956829
Epoch 2 | Batch 40/132 | Loss 3891.659966 | Rotate Loss 4318.797542 | Time 0.963232
Epoch 2 | Batch 50/132 | Loss 3874.174589 | Rotate Loss 4315.275735 | Time 0.956982
Epoch 2 | Batch 60/132 | Loss 3858.111968 | Rotate Loss 4301.065061 | Time 0.949822
Epoch 2 | Batch 70/132 | Loss 3842.561486 | Rotate Loss 4289.848537 | Time 0.953362
Epoch 2 | Batch 80/132 | Loss 3828.962731 | Rotate Loss 4279.501929 | Time 0.967321
Epoch 2 | Batch 90/132 | Loss 3813.268799 | Rotate Loss 4261.517342 | Time 0.966744
Epoch 2 | Batch 100/132 | Loss 3799.966915 | Rotate Loss 4246.139503 | Time 0.965916
Epoch 2 | Batch 110/132 | Loss 3793.136681 | Rotate Loss 4236.884009 | Time 0.965703
Epoch 2 | Batch 120/132 | Loss 3785.603705 | Rotate Loss 4227.049393 | Time 0.964885
Epoch 2 | Batch 130/132 | Loss 3778.601870 | Rotate Loss 4211.246690 | Time 0.968076
Epoch 2 : Accuracy 7.178571, Rotate Accuracy 24.922619, Time 270.433307
Epoch 3 | Batch 0/132 | Loss 3655.569336 | Rotate Loss 4147.746094 | Time 0.900215
Epoch 3 | Batch 10/132 | Loss 3647.846569 | Rotate Loss 4084.511009 | Time 0.969680
Epoch 3 | Batch 20/132 | Loss 3655.265055 | Rotate Loss 4058.302455 | Time 0.954721
Epoch 3 | Batch 30/132 | Loss 3635.666717 | Rotate Loss 4055.756930 | Time 0.957658
Epoch 3 | Batch 40/132 | Loss 3622.799602 | Rotate Loss 4051.604992 | Time 0.950836
Epoch 3 | Batch 50/132 | Loss 3610.398409 | Rotate Loss 4043.861443 | Time 0.944250
Epoch 3 | Batch 60/132 | Loss 3617.662566 | Rotate Loss 4042.297387 | Time 0.943214
Epoch 3 | Batch 70/132 | Loss 3616.934931 | Rotate Loss 4044.436345 | Time 0.943037
Epoch 3 | Batch 80/132 | Loss 3607.936674 | Rotate Loss 4037.037085 | Time 0.945727
Epoch 3 | Batch 90/132 | Loss 3601.380317 | Rotate Loss 4020.559667 | Time 0.960448
Epoch 3 | Batch 100/132 | Loss 3597.776423 | Rotate Loss 4010.909112 | Time 0.962028
Epoch 3 | Batch 110/132 | Loss 3592.716779 | Rotate Loss 4005.130068 | Time 0.966833
Epoch 3 | Batch 120/132 | Loss 3580.575554 | Rotate Loss 3992.004326 | Time 0.958590
Epoch 3 | Batch 130/132 | Loss 3571.007453 | Rotate Loss 3986.803346 | Time 0.955047
Epoch 3 : Accuracy 7.059524, Rotate Accuracy 25.017857, Time 259.714646
Epoch 4 | Batch 0/132 | Loss 3505.973389 | Rotate Loss 3914.035156 | Time 8.021650
Epoch 4 | Batch 10/132 | Loss 3491.815052 | Rotate Loss 3886.222301 | Time 0.957915
Epoch 4 | Batch 20/132 | Loss 3472.180304 | Rotate Loss 3880.008929 | Time 0.957629
Epoch 4 | Batch 30/132 | Loss 3462.865841 | Rotate Loss 3893.031628 | Time 0.961039
Epoch 4 | Batch 40/132 | Loss 3450.922721 | Rotate Loss 3883.947027 | Time 0.946887
Epoch 4 | Batch 50/132 | Loss 3453.131573 | Rotate Loss 3880.960861 | Time 0.957481
Epoch 4 | Batch 60/132 | Loss 3439.757384 | Rotate Loss 3864.232518 | Time 0.943412
Epoch 4 | Batch 70/132 | Loss 3425.144758 | Rotate Loss 3850.022172 | Time 0.959146
Epoch 4 | Batch 80/132 | Loss 3424.315448 | Rotate Loss 3834.584587 | Time 0.991671
Epoch 4 | Batch 90/132 | Loss 3417.545515 | Rotate Loss 3821.751116 | Time 0.954367
Epoch 4 | Batch 100/132 | Loss 3411.108386 | Rotate Loss 3809.751934 | Time 0.956320
Epoch 4 | Batch 110/132 | Loss 3400.117999 | Rotate Loss 3799.504469 | Time 0.957510
Epoch 4 | Batch 120/132 | Loss 3393.588115 | Rotate Loss 3790.743963 | Time 0.953537
Epoch 4 | Batch 130/132 | Loss 3384.627011 | Rotate Loss 3779.359584 | Time 0.955583
Epoch 4 : Accuracy 6.952381, Rotate Accuracy 25.077381, Time 259.452983
Epoch 5 | Batch 0/132 | Loss 3383.361816 | Rotate Loss 3798.824219 | Time 0.890564
Epoch 5 | Batch 10/132 | Loss 3275.722745 | Rotate Loss 3650.771662 | Time 0.948860
Epoch 5 | Batch 20/132 | Loss 3281.383010 | Rotate Loss 3667.614211 | Time 0.944739
Epoch 5 | Batch 30/132 | Loss 3282.916622 | Rotate Loss 3664.473034 | Time 0.957067
Epoch 5 | Batch 40/132 | Loss 3274.683999 | Rotate Loss 3654.472275 | Time 0.956680
Epoch 5 | Batch 50/132 | Loss 3269.585626 | Rotate Loss 3642.944470 | Time 0.960411
Epoch 5 | Batch 60/132 | Loss 3263.572966 | Rotate Loss 3638.871542 | Time 0.957206
Epoch 5 | Batch 70/132 | Loss 3244.258445 | Rotate Loss 3620.198614 | Time 0.961633
Epoch 5 | Batch 80/132 | Loss 3234.138512 | Rotate Loss 3611.313995 | Time 0.953960
Epoch 5 | Batch 90/132 | Loss 3226.150141 | Rotate Loss 3604.043098 | Time 0.954768
Epoch 5 | Batch 100/132 | Loss 3220.163091 | Rotate Loss 3595.903891 | Time 0.955175
Epoch 5 | Batch 110/132 | Loss 3210.632588 | Rotate Loss 3584.592835 | Time 0.962117
Epoch 5 | Batch 120/132 | Loss 3201.741253 | Rotate Loss 3578.135008 | Time 0.960631
