Namespace(batch_size=138, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-10, init_gain_conv1=1e-10, init_gain_conv2=1e-10, init_gain_conv3=1e-10, init_gain_fc=1e-10, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=64, oc1=32, oc2=64, oc3=64, padding=2, save_int=5, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2, tau_ref_low=2, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.0, train_samples=100, train_tau=False)
f5e05430-2203-4383-b15b-14aa3e1c0471
Start Training Backbone
Epoch 1 | Batch 0/47 | Loss 10.4265 | Rotate Loss 4.6034 | Accuracy 2.898551 | Rotate Accuracy 25.3623 | Time 18.9930
Epoch 1 | Batch 5/47 | Loss 8.8867 | Rotate Loss 5.1975 | Accuracy 1.570048 | Rotate Accuracy 28.5024 | Time 18.8961
Epoch 1 | Batch 10/47 | Loss 8.2795 | Rotate Loss 4.7080 | Accuracy 1.712780 | Rotate Accuracy 32.8063 | Time 18.9701
Epoch 1 | Batch 15/47 | Loss 8.0316 | Rotate Loss 4.1107 | Accuracy 1.630435 | Rotate Accuracy 35.8243 | Time 19.3793
Epoch 1 | Batch 20/47 | Loss 7.8541 | Rotate Loss 3.6266 | Accuracy 1.587302 | Rotate Accuracy 36.7150 | Time 18.8987
Epoch 1 | Batch 25/47 | Loss 7.7492 | Rotate Loss 3.3613 | Accuracy 1.616499 | Rotate Accuracy 37.8763 | Time 18.5956
Epoch 1 | Batch 30/47 | Loss 7.6807 | Rotate Loss 3.2038 | Accuracy 1.589528 | Rotate Accuracy 37.2370 | Time 18.9987
Epoch 1 | Batch 35/47 | Loss 7.6658 | Rotate Loss 3.1557 | Accuracy 1.570048 | Rotate Accuracy 38.0233 | Time 18.8217
Epoch 1 | Batch 40/47 | Loss 7.6283 | Rotate Loss 3.0924 | Accuracy 1.555320 | Rotate Accuracy 38.0346 | Time 18.6952
Epoch 1 | Batch 45/47 | Loss 7.5989 | Rotate Loss 2.9964 | Accuracy 1.591052 | Rotate Accuracy 37.8387 | Time 19.2256
Epoch 1 : Accuracy 1.890625, Rotate Accuracy 41.703125, Time 1508.515800
Epoch 2 | Batch 0/47 | Loss 7.6146 | Rotate Loss 2.3478 | Accuracy 0.724638 | Rotate Accuracy 43.4783 | Time 19.2820
Epoch 2 | Batch 5/47 | Loss 7.1918 | Rotate Loss 2.4041 | Accuracy 1.086957 | Rotate Accuracy 42.1498 | Time 18.8214
