Namespace(batch_size=138, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-10, init_gain_conv1=1e-10, init_gain_conv2=1e-10, init_gain_conv3=1e-10, init_gain_fc=1e-10, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=64, oc1=32, oc2=64, oc3=64, padding=2, save_int=5, tau_mem_high=10.0, tau_mem_low=10.0, tau_ref_high=2.5, tau_ref_low=2.5, tau_syn_high=10, tau_syn_low=10, thr=0.0, train_samples=100, train_tau=False)
3fe95019-9dcd-4208-b0bf-769a41c6e603
Start Training Backbone
Epoch 1 | Batch 0/47 | Loss 7.1800 | Rotate Loss 3.3162 | Accuracy 2.173913 | Rotate Accuracy 21.0145 | Time 19.0200
Epoch 1 | Batch 5/47 | Loss 6.6145 | Rotate Loss 2.6899 | Accuracy 1.570048 | Rotate Accuracy 25.1208 | Time 19.1855
Epoch 1 | Batch 10/47 | Loss 6.3639 | Rotate Loss 2.2666 | Accuracy 1.515152 | Rotate Accuracy 28.5244 | Time 18.8655
Epoch 1 | Batch 15/47 | Loss 6.2499 | Rotate Loss 2.0457 | Accuracy 1.268116 | Rotate Accuracy 32.6540 | Time 19.0206
Epoch 1 | Batch 20/47 | Loss 6.1076 | Rotate Loss 1.9118 | Accuracy 1.207729 | Rotate Accuracy 34.8861 | Time 18.9003
Epoch 1 | Batch 25/47 | Loss 5.9690 | Rotate Loss 1.8005 | Accuracy 1.170569 | Rotate Accuracy 36.4548 | Time 19.3329
Epoch 1 | Batch 30/47 | Loss 5.8137 | Rotate Loss 1.7056 | Accuracy 1.285647 | Rotate Accuracy 38.1487 | Time 18.7919
Epoch 1 | Batch 35/47 | Loss 5.7146 | Rotate Loss 1.6270 | Accuracy 1.308374 | Rotate Accuracy 39.4726 | Time 18.4566
Epoch 1 | Batch 40/47 | Loss 5.6251 | Rotate Loss 1.5764 | Accuracy 1.502298 | Rotate Accuracy 40.2969 | Time 18.3734
Epoch 1 | Batch 45/47 | Loss 5.5785 | Rotate Loss 1.5154 | Accuracy 1.528040 | Rotate Accuracy 41.4619 | Time 18.9619
Epoch 1 : Accuracy 1.593750, Rotate Accuracy 49.984375, Time 1500.097779
Epoch 2 | Batch 0/47 | Loss 5.3943 | Rotate Loss 1.0340 | Accuracy 1.449275 | Rotate Accuracy 55.0725 | Time 19.1399
Epoch 2 | Batch 5/47 | Loss 5.3117 | Rotate Loss 1.2573 | Accuracy 2.053140 | Rotate Accuracy 47.7053 | Time 19.1817
Epoch 2 | Batch 10/47 | Loss 5.3775 | Rotate Loss 1.2132 | Accuracy 1.712780 | Rotate Accuracy 49.4730 | Time 18.5299
Epoch 2 | Batch 15/47 | Loss 5.3895 | Rotate Loss 1.1934 | Accuracy 1.585145 | Rotate Accuracy 49.5924 | Time 18.6188
Epoch 2 | Batch 20/47 | Loss 5.3807 | Rotate Loss 1.2092 | Accuracy 1.656315 | Rotate Accuracy 48.9993 | Time 19.3611
Epoch 2 | Batch 25/47 | Loss 5.3300 | Rotate Loss 1.2201 | Accuracy 1.923077 | Rotate Accuracy 47.7146 | Time 19.1324
Epoch 2 | Batch 30/47 | Loss 5.3034 | Rotate Loss 1.2600 | Accuracy 1.823282 | Rotate Accuracy 47.4521 | Time 18.6627
Epoch 2 | Batch 35/47 | Loss 5.2976 | Rotate Loss 1.2735 | Accuracy 1.811594 | Rotate Accuracy 47.3027 | Time 18.5689
Epoch 2 | Batch 40/47 | Loss 5.3236 | Rotate Loss 1.2470 | Accuracy 1.820431 | Rotate Accuracy 47.7377 | Time 19.3782
Epoch 2 | Batch 45/47 | Loss 5.3304 | Rotate Loss 1.2301 | Accuracy 1.717076 | Rotate Accuracy 47.6213 | Time 19.0463
Epoch 2 : Accuracy 1.421875, Rotate Accuracy 47.859375, Time 1498.432151
Epoch 3 | Batch 0/47 | Loss 5.0953 | Rotate Loss 1.1140 | Accuracy 1.449275 | Rotate Accuracy 47.1014 | Time 18.7873
Epoch 3 | Batch 5/47 | Loss 4.9314 | Rotate Loss 1.1680 | Accuracy 1.932367 | Rotate Accuracy 49.3961 | Time 18.8625
Epoch 3 | Batch 10/47 | Loss 4.9886 | Rotate Loss 1.1127 | Accuracy 1.976285 | Rotate Accuracy 51.0540 | Time 19.5008
Epoch 3 | Batch 15/47 | Loss 5.0206 | Rotate Loss 1.1284 | Accuracy 1.856884 | Rotate Accuracy 50.9511 | Time 18.4387
Epoch 3 | Batch 20/47 | Loss 5.0537 | Rotate Loss 1.1591 | Accuracy 1.725328 | Rotate Accuracy 49.9655 | Time 19.2314
Epoch 3 | Batch 25/47 | Loss 5.1312 | Rotate Loss 1.1911 | Accuracy 1.560758 | Rotate Accuracy 48.9688 | Time 19.1923
Epoch 3 | Batch 30/47 | Loss 5.1954 | Rotate Loss 1.1849 | Accuracy 1.566152 | Rotate Accuracy 49.5325 | Time 18.9930
Epoch 3 | Batch 35/47 | Loss 5.2180 | Rotate Loss 1.1909 | Accuracy 1.570048 | Rotate Accuracy 49.0539 | Time 19.0657
Epoch 3 | Batch 40/47 | Loss 5.2563 | Rotate Loss 1.2486 | Accuracy 1.626016 | Rotate Accuracy 49.1163 | Time 18.5073
Epoch 3 | Batch 45/47 | Loss 5.3373 | Rotate Loss 1.3025 | Accuracy 1.543793 | Rotate Accuracy 48.8500 | Time 18.7596
Epoch 3 : Accuracy 1.640625, Rotate Accuracy 50.250000, Time 1495.527422
Epoch 4 | Batch 0/47 | Loss 5.7968 | Rotate Loss 1.0534 | Accuracy 1.449275 | Rotate Accuracy 53.6232 | Time 18.6683
Epoch 4 | Batch 5/47 | Loss 5.5292 | Rotate Loss 1.1105 | Accuracy 0.845411 | Rotate Accuracy 46.6184 | Time 19.0805
Epoch 4 | Batch 10/47 | Loss 5.5859 | Rotate Loss 1.3089 | Accuracy 0.988142 | Rotate Accuracy 44.8617 | Time 18.5796
Epoch 4 | Batch 15/47 | Loss 5.4890 | Rotate Loss 1.2955 | Accuracy 1.041667 | Rotate Accuracy 44.9275 | Time 19.0086
Epoch 4 | Batch 20/47 | Loss 5.4861 | Rotate Loss 1.3110 | Accuracy 1.104210 | Rotate Accuracy 45.1346 | Time 18.4037
