Namespace(batch_size=32, burnin=10, conv_bias=True, dataset='DNMNIST', delta_t=1, downsampling=2, epochs=401, fc_bias=True, init_gain_aux=1e-09, init_gain_conv1=1e-09, init_gain_conv2=1e-09, init_gain_conv3=1e-09, init_gain_fc=1e-09, k1=7, k2=7, k3=7, log_int=5, logfile=True, lr=1e-12, lr_div=100, n_train=20, none_act=0.05, oc1=32, oc2=64, oc3=64, padding=2, reset=1, save_int=5, target_act=1.0, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.0, tau_ref_low=2.0, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.0, train_samples=100, train_tau=False)
994182aa-d083-491a-a917-70836a40fca9
Start Training Backbone
Epoch 1 | Batch 0/63 | Loss 11.3266 | Rotate Loss 5.2068 | Accuracy 4.687500 | Rotate Accuracy 25.7812 | Time 10.6984
Epoch 1 | Batch 5/63 | Loss 9.7484 | Rotate Loss 4.7120 | Accuracy 4.947917 | Rotate Accuracy 22.9167 | Time 10.4689
Epoch 1 | Batch 10/63 | Loss 8.5582 | Rotate Loss 4.5642 | Accuracy 5.113636 | Rotate Accuracy 21.1648 | Time 10.4087
Epoch 1 | Batch 15/63 | Loss 7.8527 | Rotate Loss 4.5345 | Accuracy 5.468750 | Rotate Accuracy 21.9727 | Time 10.5104
Epoch 1 | Batch 20/63 | Loss 7.4465 | Rotate Loss 4.5361 | Accuracy 5.505952 | Rotate Accuracy 23.1771 | Time 10.4373
Epoch 1 | Batch 25/63 | Loss 7.3647 | Rotate Loss 4.3899 | Accuracy 4.927885 | Rotate Accuracy 25.1202 | Time 10.4152
Epoch 1 | Batch 30/63 | Loss 7.1991 | Rotate Loss 4.1872 | Accuracy 4.737903 | Rotate Accuracy 27.4698 | Time 10.4439
Epoch 1 | Batch 35/63 | Loss 6.9749 | Rotate Loss 3.9825 | Accuracy 4.947917 | Rotate Accuracy 29.5356 | Time 10.5498
Epoch 1 | Batch 40/63 | Loss 6.7799 | Rotate Loss 3.8406 | Accuracy 4.954268 | Rotate Accuracy 31.2500 | Time 10.4795
Epoch 1 | Batch 45/63 | Loss 6.6533 | Rotate Loss 3.7067 | Accuracy 4.857337 | Rotate Accuracy 32.8465 | Time 10.5472
Epoch 1 | Batch 50/63 | Loss 6.5564 | Rotate Loss 3.5896 | Accuracy 4.840686 | Rotate Accuracy 34.0686 | Time 10.4913
Epoch 1 | Batch 55/63 | Loss 6.4330 | Rotate Loss 3.4947 | Accuracy 4.938616 | Rotate Accuracy 35.2400 | Time 10.5424
Epoch 1 | Batch 60/63 | Loss 6.3710 | Rotate Loss 3.4182 | Accuracy 4.994877 | Rotate Accuracy 36.2449 | Time 10.5287
Epoch 1 : Accuracy 4.850000, Rotate Accuracy 47.912500, Time 987.800738
Epoch 2 | Batch 0/63 | Loss 5.6336 | Rotate Loss 2.4605 | Accuracy 3.125000 | Rotate Accuracy 48.4375 | Time 10.5049
Epoch 2 | Batch 5/63 | Loss 5.7374 | Rotate Loss 2.1137 | Accuracy 3.906250 | Rotate Accuracy 48.1771 | Time 10.5829
Epoch 2 | Batch 10/63 | Loss 5.4389 | Rotate Loss 2.2650 | Accuracy 4.545455 | Rotate Accuracy 47.7273 | Time 10.5261
Epoch 2 | Batch 15/63 | Loss 5.3251 | Rotate Loss 2.2889 | Accuracy 4.785156 | Rotate Accuracy 47.9004 | Time 10.4768
Epoch 2 | Batch 20/63 | Loss 5.3459 | Rotate Loss 2.2925 | Accuracy 4.241071 | Rotate Accuracy 47.6190 | Time 10.4535
Epoch 2 | Batch 25/63 | Loss 5.2866 | Rotate Loss 2.3069 | Accuracy 4.026442 | Rotate Accuracy 47.6863 | Time 10.5292
Epoch 2 | Batch 30/63 | Loss 5.2936 | Rotate Loss 2.2770 | Accuracy 4.032258 | Rotate Accuracy 47.8327 | Time 10.5372
Epoch 2 | Batch 35/63 | Loss 5.2739 | Rotate Loss 2.2679 | Accuracy 4.470486 | Rotate Accuracy 47.8733 | Time 10.4441
Epoch 2 | Batch 40/63 | Loss 5.1807 | Rotate Loss 2.2650 | Accuracy 4.801829 | Rotate Accuracy 47.7706 | Time 10.4892
Epoch 2 | Batch 45/63 | Loss 5.1652 | Rotate Loss 2.2598 | Accuracy 4.857337 | Rotate Accuracy 47.8091 | Time 10.5158
Epoch 2 | Batch 50/63 | Loss 5.1196 | Rotate Loss 2.2419 | Accuracy 5.085784 | Rotate Accuracy 47.7328 | Time 10.4715
Epoch 2 | Batch 55/63 | Loss 5.1261 | Rotate Loss 2.2307 | Accuracy 4.910714 | Rotate Accuracy 47.8097 | Time 10.4522
Epoch 2 | Batch 60/63 | Loss 5.1040 | Rotate Loss 2.2116 | Accuracy 4.892418 | Rotate Accuracy 47.8356 | Time 10.6032
Epoch 2 : Accuracy 5.275000, Rotate Accuracy 49.000000, Time 988.440612
Epoch 3 | Batch 0/63 | Loss 4.7544 | Rotate Loss 1.7996 | Accuracy 0.000000 | Rotate Accuracy 49.2188 | Time 10.6327
