Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
Traceback (most recent call last):
  File "snn_dnmnist.py", line 306, in <module>
    y_data = torch.tensor([label_to_class[y.item()] for y in y_data], device = device)
  File "snn_dnmnist.py", line 306, in <listcomp>
    y_data = torch.tensor([label_to_class[y.item()] for y in y_data], device = device)
KeyError: 62
Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
0001    001446.0582    0.1650    0.2192    0.6234    0.5041    34.6375
0002    001118.9700    0.1567    0.2189    0.6256    0.6003    34.7618
0003    000978.2148    0.1583    0.2223    0.6458    0.6341    34.9782
0004    000911.4713    0.1600    0.2229    0.6315    0.6398    34.8471
0005    000905.8545    0.1767    0.2197    0.6315    0.6400    34.8954
0006    000914.6445    0.1667    0.2190    0.6350    0.6391    34.6693
0007    000857.7981    0.1667    0.2194    0.6300    0.6385    34.9768
0008    000913.1197    0.1667    0.2253    0.6249    0.6436    34.8314
0009    000876.6123    0.1800    0.2187    0.6294    0.6440    34.8114
0010    000867.9524    0.1783    0.2268    0.6368    0.6441    35.0249
0011    000884.5128    0.1667    0.2221    0.6362    0.6444    34.5139
0012    000869.5924    0.1617    0.2278    0.6251    0.6433    34.7800
0013    000876.0926    0.1683    0.2248    0.6380    0.6444    35.0967
0014    000859.6361    0.1650    0.2236    0.6344    0.6429    34.7682
0015    000858.2236    0.1700    0.2233    0.6398    0.6425    34.5123
0016    000923.6467    0.1650    0.2209    0.6359    0.6444    35.2077
0017    000859.3692    0.1667    0.2221    0.6351    0.6444    35.4600
0018    000867.9629    0.1717    0.2239    0.6341    0.6444    34.8339
0019    000859.4325    0.1683    0.2242    0.6417    0.6444    34.5483
0020    000890.7898    0.1667    0.2210    0.6353    0.6444    34.8321
0021    000899.0616    0.1650    0.2256    0.6336    0.6444    34.9735
0022    000875.0715    0.1667    0.2215    0.6352    0.6444    35.1826
0023    000874.3928    0.1667    0.2230    0.6341    0.6437    34.9457
0024    000867.0336    0.1650    0.2259    0.6345    0.6433    34.5725
0025    000882.4484    0.1700    0.2232    0.6344    0.6441    35.0221
0026    000882.9191    0.1683    0.2229    0.6385    0.6436    34.8427
0027    000898.6209    0.1650    0.2228    0.6354    0.6444    34.6597
0028    000891.4052    0.1683    0.2228    0.6342    0.6443    34.6298
0029    000874.4008    0.1683    0.2251    0.6345    0.6439    35.0231
0030    000915.0872    0.1667    0.2197    0.6394    0.6444    34.8106
0031    000906.6225    0.1667    0.2220    0.6359    0.6444    34.8121
0032    000914.6901    0.1667    0.2206    0.6349    0.6444    34.6778
0033    000883.7699    0.1667    0.2265    0.6400    0.6444    34.8637
0034    000898.5681    0.1667    0.2245    0.6364    0.6444    34.8140
0035    000923.2898    0.1650    0.2231    0.6361    0.6444    35.0274
0036    000866.3189    0.1667    0.2229    0.6355    0.6441    34.9263
0037    000858.5106    0.1667    0.2250    0.6367    0.6430    34.5604
0038    000868.0494    0.1667    0.2296    0.6321    0.6420    34.8816
0039    000882.4643    0.1683    0.2241    0.6349    0.6444    35.0444
0040    000898.7838    0.1650    0.2262    0.6409    0.6444    34.5627
0041    000907.2440    0.1633    0.2234    0.6367    0.6444    34.7635
0042    000891.2416    0.1667    0.2249    0.6412    0.6444    34.9712
0043    000882.7087    0.1700    0.2256    0.6375    0.6444    34.8148
0044    000922.7302    0.1667    0.2191    0.6386    0.6444    34.9380
0045    000890.6175    0.1650    0.2222    0.6380    0.6440    34.5979
0046    000858.4306    0.1650    0.2279    0.6382    0.6444    34.5447
0047    000891.0045    0.1683    0.2257    0.6406    0.6444    34.7925
0048    000890.7023    0.1667    0.2203    0.6329    0.6444    34.7734
0049    000914.6905    0.1667    0.2200    0.6331    0.6444    34.6808
0050    000858.5635    0.1700    0.2243    0.6393    0.6444    35.0205
0051    000882.4643    0.1683    0.2258    0.6397    0.6444    34.9300
0052    000882.4506    0.1667    0.2237    0.6380    0.6444    34.9892
0053    000866.9917    0.1683    0.2226    0.6360    0.6444    34.6217
0054    000899.2347    0.1667    0.2206    0.6304    0.6444    35.0386
0055    000891.1071    0.1667    0.2203    0.6293    0.6444    34.4419
0056    000914.7075    0.1683    0.2241    0.6403    0.6444    34.9938
0057    000874.5119    0.1650    0.2229    0.6295    0.6444    34.8428
0058    000882.4482    0.1667    0.2261    0.6388    0.6438    35.1979
0059    000898.5675    0.1700    0.2213    0.6392    0.6444    34.8201
0060    000874.7120    0.1667    0.2304    0.6361    0.6444    34.8141
0061    000866.3379    0.1700    0.2306    0.6333    0.6444    34.7064
0062    000898.7538    0.1667    0.2303    0.6338    0.6444    34.6038
0063    000867.2435    0.1667    0.2221    0.6255    0.6444    34.7205
0064    000907.2085    0.1667    0.2190    0.6264    0.6444    34.5708
0065    000891.6509    0.1650    0.2221    0.6242    0.6444    34.8506
0066    000859.3509    0.1667    0.2285    0.6191    0.6439    34.7523
0067    000883.4821    0.1650    0.2269    0.6283    0.6444    34.5121
0068    000898.5653    0.1667    0.2282    0.6236    0.6444    34.7557
0069    000891.2083    0.1650    0.2273    0.6290    0.6437    35.0978
