Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
Start Training
Epoch   Loss           Accuracy  S_Conv1   S_Conv2   S_Class   Time
0070    000859.2142    0.1667    0.2227    0.6260    0.6434    34.9889
0071    000876.6886    0.1667    0.2210    0.6264    0.6435    35.0051
0072    000890.5215    0.1667    0.2256    0.6257    0.6444    34.9469
0073    000898.9761    0.1667    0.2257    0.6234    0.6444    35.3970
0074    000891.6463    0.1650    0.2232    0.6227    0.6436    35.1638
0075    000866.6190    0.1667    0.2193    0.6261    0.6444    35.4624
0076    000882.4381    0.1667    0.2237    0.6255    0.6444    34.8405
0077    000906.8120    0.1667    0.2247    0.6260    0.6435    35.0326
0078    000858.3018    0.1667    0.2233    0.6245    0.6444    34.9538
0079    000858.4738    0.1667    0.2203    0.6257    0.6444    35.1323
0080    000890.5040    0.1683    0.2194    0.6249    0.6444    35.8465
0081    000890.5159    0.1667    0.2229    0.6248    0.6444    34.4769
0082    000858.9424    0.1683    0.2215    0.6258    0.6444    35.1276
0083    000859.8061    0.1617    0.2255    0.6170    0.6427    34.9921
0084    000851.0338    0.1667    0.2228    0.6284    0.6444    35.3649
0085    000890.5175    0.1683    0.2250    0.6293    0.6444    35.4895
0086    000914.6905    0.1667    0.2284    0.6256    0.6444    34.8081
0087    000882.4563    0.1667    0.2279    0.6272    0.6444    34.7118
0088    000890.5120    0.1667    0.2264    0.6280    0.6444    35.3686
0089    000874.4703    0.1667    0.2234    0.6291    0.6444    35.2065
0090    000874.4064    0.1667    0.2253    0.6275    0.6444    34.9876
0091    000858.2977    0.1667    0.2240    0.6286    0.6444    34.9912
0092    000922.7541    0.1667    0.2299    0.6292    0.6444    34.9429
0093    000882.4643    0.1667    0.2208    0.6289    0.6444    34.8358
0094    000882.6628    0.1667    0.2319    0.6162    0.6444    34.7957
0095    000851.2003    0.1650    0.2240    0.6237    0.6441    34.9641
0096    000882.4406    0.1667    0.2258    0.6250    0.6426    34.8911
0097    000882.6270    0.1667    0.2242    0.6247    0.6444    35.1741
0098    000874.4009    0.1667    0.2246    0.6233    0.6444    34.7996
0099    000891.0504    0.1667    0.2264    0.6251    0.6444    35.3928
0100    000890.8275    0.1667    0.2300    0.6240    0.6444    35.4080
0101    000907.7106    0.1667    0.2253    0.6259    0.6444    35.3072
0102    000898.9585    0.1667    0.2266    0.6297    0.6444    35.2415
0103    000882.4684    0.1667    0.2270    0.6292    0.6444    35.3051
0104    000874.3968    0.1667    0.2212    0.6305    0.6444    35.1679
0105    000842.1826    0.1667    0.2228    0.6287    0.6444    35.3192
0106    000866.3612    0.1667    0.2222    0.6290    0.6444    35.3581
0107    000850.2264    0.1667    0.2208    0.6297    0.6431    35.4897
0108    000906.7322    0.1667    0.2253    0.6250    0.6444    35.3911
0109    000906.6310    0.1667    0.2254    0.6245    0.6444    35.4726
0110    000874.4130    0.1667    0.2225    0.6250    0.6444    35.2782
0111    000890.5239    0.1667    0.2259    0.6250    0.6444    35.8119
0112    000906.6350    0.1667    0.2265    0.6246    0.6444    35.1190
0113    000882.4564    0.1667    0.2254    0.6252    0.6444    34.8862
0114    000874.4128    0.1667    0.2281    0.6254    0.6444    35.0536
0115    000891.0734    0.1667    0.2260    0.6239    0.6441    35.1337
0116    000890.5119    0.1667    0.2259    0.6251    0.6444    35.2415
0117    000874.8968    0.1650    0.2300    0.6248    0.6442    34.7476
0118    000930.7875    0.1667    0.2250    0.6242    0.6444    35.4268
0119    000890.5199    0.1667    0.2234    0.6251    0.6444    35.1185
0120    000882.6688    0.1667    0.2233    0.6255    0.6444    35.1800
0121    000874.4048    0.1667    0.2236    0.6252    0.6444    35.2392
0122    000842.7857    0.1667    0.2229    0.6255    0.6444    35.5045
0123    000882.4723    0.1667    0.2193    0.6246    0.6444    35.2121
0124    000858.6270    0.1667    0.2238    0.6259    0.6444    35.4650
0125    000882.4683    0.1667    0.2242    0.6239    0.6444    35.3203
0126    000898.5794    0.1667    0.2268    0.6253    0.6444    34.9505
0127    000866.8611    0.1667    0.2249    0.6214    0.6444    34.8218
0128    000890.4996    0.1667    0.2266    0.6221    0.6444    35.2240
0129    000891.1045    0.1617    0.2232    0.6291    0.6444    35.4310
0130    000923.0274    0.1667    0.2324    0.6275    0.6444    35.4505
0131    000939.3909    0.1650    0.2296    0.6243    0.6444    35.1559
0132    000906.6350    0.1667    0.2252    0.6240    0.6444    35.2617
0133    000890.6647    0.1667    0.2270    0.6270    0.6439    35.0479
0134    000890.5215    0.1667    0.2260    0.6268    0.6444    35.3529
0135    000890.5239    0.1667    0.2262    0.6265    0.6444    35.0182
0136    000898.5874    0.1667    0.2265    0.6250    0.6444    34.7819
0137    000850.2461    0.1667    0.2254    0.6277    0.6444    35.4753
0138    000858.4267    0.1667    0.2250    0.6158    0.6444    35.6508
0139    000842.8342    0.1683    0.2290    0.6174    0.6422    35.3068
0140    000883.0000    0.1667    0.2263    0.6158    0.6427    35.5540
0141    000898.5595    0.1683    0.2267    0.6264    0.6444    35.0039
0142    000834.1350    0.1667    0.2236    0.6267    0.6444    34.7902
0143    000882.8690    0.1650    0.2243    0.6265    0.6442    35.1585
0144    000866.3493    0.1667    0.2179    0.6254    0.6444    34.9064
0145    000914.6985    0.1667    0.2278    0.6236    0.6444    34.9595
0146    000866.3412    0.1667    0.2220    0.6244    0.6439    35.0126
0147    000874.4207    0.1667    0.2225    0.6249    0.6444    35.1334
0148    000890.6072    0.1667    0.2266    0.6242    0.6444    35.3520
0149    000874.4128    0.1667    0.2243    0.6236    0.6444    36.0074
0150    000882.4683    0.1667    0.2205    0.6248    0.6444    35.1964
0151    000874.9365    0.1667    0.2229    0.6243    0.6444    35.5212
0152    000882.4603    0.1667    0.2224    0.6232    0.6444    35.4824
0153    000866.3612    0.1667    0.2215    0.6247    0.6444    35.2681
0154    000898.6078    0.1667    0.2253    0.6245    0.6444    35.4619
0155    000866.3532    0.1667    0.2235    0.6244    0.6444    35.4681
0156    000890.5483    0.1667    0.2277    0.6241    0.6444    35.1717
0157    000866.3532    0.1667    0.2252    0.6243    0.6444    34.9761
0158    000882.8949    0.1667    0.2239    0.6248    0.6444    35.3511
0159    000898.5675    0.1667    0.2232    0.6239    0.6444    35.1500
0160    000882.4683    0.1667    0.2249    0.6242    0.6444    35.2597
0161    000874.4128    0.1667    0.2255    0.6247    0.6444    34.4510
0162    000875.5338    0.1667    0.2226    0.6250    0.6438    34.8998
0163    000922.7501    0.1667    0.2252    0.6243    0.6444    35.5789
0164    000882.4683    0.1667    0.2240    0.6231    0.6444    35.3779
0165    000882.4659    0.1683    0.2237    0.6229    0.6444    35.4810
0166    000866.3532    0.1667    0.2248    0.6242    0.6444    35.1950
0167    000898.5835    0.1667    0.2267    0.6248    0.6444    34.9304
0168    000914.6867    0.1667    0.2240    0.6225    0.6444    35.2051
0169    000858.3057    0.1667    0.2238    0.6247    0.6444    35.1924
0170    000898.5717    0.1667    0.2222    0.6236    0.6444    35.1603
0171    000858.2833    0.1667    0.2235    0.6250    0.6444    35.2734
0172    000874.4167    0.1667    0.2238    0.6237    0.6444    35.2924
0173    000907.0615    0.1667    0.2237    0.6241    0.6444    35.1866
0174    000890.5165    0.1667    0.2233    0.6240    0.6444    35.4311
0175    000898.5834    0.1667    0.2260    0.6252    0.6444    35.0576
0176    000882.4763    0.1667    0.2212    0.6264    0.6444    34.9295
0177    000890.5201    0.1667    0.2227    0.6257    0.6444    34.6401
0178    000866.3652    0.1667    0.2219    0.6264    0.6444    34.9921
0179    000874.4088    0.1667    0.2224    0.6250    0.6444    35.3524
0180    000866.5834    0.1667    0.2258    0.6246    0.6444    35.2468
0181    000930.8019    0.1667    0.2277    0.6238    0.6444    35.9790
0182    000898.5834    0.1667    0.2271    0.6243    0.6444    35.1770
0183    000898.5674    0.1667    0.2275    0.6226    0.6443    35.0402
0184    000938.8572    0.1667    0.2309    0.6232    0.6444    35.3655
0185    000882.4683    0.1667    0.2227    0.6236    0.6444    35.5726
0186    000882.8254    0.1667    0.2234    0.6253    0.6444    35.0685
0187    000898.5795    0.1667    0.2249    0.6241    0.6444    35.0035
0188    000874.4088    0.1667    0.2294    0.6242    0.6437    35.0478
0189    000858.3097    0.1667    0.2231    0.6243    0.6444    35.2656
0190    000882.4723    0.1667    0.2230    0.6245    0.6444    34.9428
0191    000874.4105    0.1667    0.2261    0.6234    0.6444    34.9955
0192    000938.8573    0.1667    0.2292    0.6235    0.6444    35.5397
0193    000866.3612    0.1667    0.2229    0.6243    0.6444    34.8616
0194    000890.5279    0.1667    0.2230    0.6239    0.6444    34.8071
0195    000890.5279    0.1667    0.2249    0.6234    0.6444    34.9204
0196    000866.3612    0.1667    0.2217    0.6256    0.6444    34.8992
0197    000882.4683    0.1667    0.2257    0.6241    0.6444    35.0464
0198    000874.4088    0.1667    0.2241    0.6236    0.6444    35.1486
0199    000874.4088    0.1667    0.2267    0.6245    0.6444    35.2640
0200    000890.5159    0.1667    0.2248    0.6232    0.6444    34.9387
0201    000874.4110    0.1667    0.2255    0.6242    0.6444    35.3802
0202    000882.4724    0.1667    0.2245    0.6248    0.6444    34.7507
0203    000890.5161    0.1667    0.2269    0.6243    0.6444    35.3963
0204    000906.6350    0.1683    0.2273    0.6245    0.6444    35.4891
0205    000874.3928    0.1683    0.2236    0.6243    0.6442    34.8635
0206    000890.5079    0.1667    0.2232    0.6243    0.6441    35.0814
0207    000850.2616    0.1667    0.2247    0.6240    0.6444    35.4823
0208    000906.6350    0.1667    0.2254    0.6235    0.6444    35.3467
0209    000914.6826    0.1667    0.2287    0.6241    0.6444    35.1456
0210    000890.5201    0.1667    0.2277    0.6224    0.6444    35.2333
0211    000914.6945    0.1667    0.2259    0.6233    0.6444    35.0630
0212    000898.5795    0.1667    0.2243    0.6232    0.6444    35.2184
0213    000890.7045    0.1667    0.2217    0.6267    0.6444    35.2995
0214    000890.6946    0.1667    0.2257    0.6309    0.6444    35.0215
0215    000858.3056    0.1667    0.2236    0.6306    0.6444    35.6531
0216    000882.4689    0.1683    0.2237    0.6278    0.6444    35.3449
0217    000898.9048    0.1667    0.2253    0.6255    0.6444    35.1957
0218    000890.5159    0.1667    0.2236    0.6246    0.6444    35.0091
0219    000890.5079    0.1667    0.2246    0.6242    0.6444    35.0999
0220    000898.5834    0.1667    0.2266    0.6245    0.6444    35.2233
0221    000858.2977    0.1667    0.2227    0.6249    0.6444    35.8830
0222    000882.7838    0.1667    0.2245    0.6269    0.6444    35.5298
0223    000866.3612    0.1667    0.2220    0.6275    0.6444    35.1743
0224    000882.4683    0.1667    0.2237    0.6269    0.6444    35.4388
0225    000850.3495    0.1650    0.2292    0.6263    0.6444    34.9703
0226    000850.2541    0.1667    0.2275    0.6263    0.6444    35.5114
0227    000858.3970    0.1650    0.2313    0.6293    0.6444    35.4491
0228    000906.7579    0.1667    0.2334    0.6213    0.6444    35.1391
0229    000866.6626    0.1650    0.2282    0.6333    0.6438    35.2557
0230    000890.5215    0.1683    0.2265    0.6325    0.6444    35.3879
0231    000874.4168    0.1667    0.2279    0.6326    0.6444    34.9298
0232    000874.4168    0.1667    0.2284    0.6328    0.6444    35.4346
0233    000874.4168    0.1683    0.2260    0.6323    0.6444    35.1567
0234    000874.4144    0.1667    0.2273    0.6325    0.6444    35.4141
0235    000890.5279    0.1667    0.2229    0.6329    0.6444    35.0016
0236    000874.4207    0.1667    0.2256    0.6328    0.6444    34.9756
0237    000858.3017    0.1667    0.2239    0.6328    0.6444    35.3981
0238    000874.4128    0.1683    0.2249    0.6343    0.6444    34.9422
0239    000890.5319    0.1667    0.2291    0.6325    0.6444    35.3845
0240    000866.3612    0.1667    0.2290    0.6322    0.6444    35.4742
0241    000898.5874    0.1667    0.2246    0.6321    0.6444    34.4703
0242    000882.4723    0.1667    0.2295    0.6316    0.6444    35.1092
0243    000858.3097    0.1667    0.2266    0.6315    0.6444    34.8595
0244    000858.3057    0.1667    0.2238    0.6327    0.6444    35.1782
0245    000858.3057    0.1667    0.2254    0.6330    0.6444    34.9568
0246    000890.5319    0.1667    0.2281    0.6322    0.6444    35.4155
0247    000874.4168    0.1667    0.2250    0.6334    0.6444    34.9261
0248    000874.4208    0.1667    0.2254    0.6319    0.6444    34.8925
0249    000882.4683    0.1667    0.2284    0.6325    0.6444    35.1490
0250    000874.5100    0.1650    0.2298    0.6383    0.6444    35.1746
0251    000866.3492    0.1667    0.2285    0.6383    0.6437    34.7227
0252    000882.4643    0.1667    0.2337    0.6381    0.6444    35.4767
0253    000882.4404    0.1667    0.2281    0.6394    0.6433    35.7966
0254    000906.6674    0.1667    0.2264    0.6320    0.6444    36.0876
0255    000882.4643    0.1667    0.2267    0.6312    0.6444    35.4311
0256    000890.7324    0.1667    0.2263    0.6326    0.6444    36.0136
0257    000906.6350    0.1667    0.2280    0.6326    0.6444    35.1829
0258    000890.5319    0.1667    0.2294    0.6316    0.6444    34.9658
0259    000882.4763    0.1667    0.2286    0.6319    0.6444    35.1126
0260    000898.5757    0.1667    0.2259    0.6320    0.6444    35.5056
0261    000874.4208    0.1667    0.2212    0.6326    0.6444    35.1929
0262    000882.4729    0.1667    0.2243    0.6327    0.6444    35.0579
0263    000874.4168    0.1667    0.2276    0.6327    0.6444    35.2410
0264    000890.5241    0.1683    0.2265    0.6326    0.6444    35.2333
0265    000858.5100    0.1650    0.2279    0.6331    0.6444    35.4255
0266    000898.5874    0.1667    0.2265    0.6322    0.6444    34.8209
0267    000858.2859    0.1667    0.2262    0.6328    0.6441    35.5368
0268    000890.5319    0.1667    0.2274    0.6324    0.6444    35.6549
0269    000866.3652    0.1667    0.2266    0.6319    0.6444    35.1312
0270    000898.5834    0.1667    0.2246    0.6320    0.6444    34.9242
0271    000898.5834    0.1667    0.2257    0.6326    0.6444    35.1872
0272    000858.3057    0.1667    0.2295    0.6311    0.6444    35.2954
0273    000922.7461    0.1667    0.2278    0.6321    0.6444    35.7491
0274    000890.5319    0.1667    0.2276    0.6324    0.6444    35.0720
0275    000906.6430    0.1667    0.2285    0.6313    0.6444    35.3498
0276    000866.3532    0.1667    0.2288    0.6320    0.6441    34.7000
0277    000874.4088    0.1683    0.2263    0.6310    0.6444    35.8867
0278    000890.5281    0.1667    0.2287    0.6313    0.6444    35.2090
0279    000882.4763    0.1667    0.2273    0.6315    0.6444    35.3674
0280    000890.5239    0.1667    0.2301    0.6315    0.6444    34.9365
0281    000898.5794    0.1667    0.2279    0.6319    0.6444    34.7565
0282    000890.5239    0.1683    0.2275    0.6329    0.6444    35.1652
0283    000882.4739    0.1667    0.2272    0.6320    0.6444    35.1529
0284    000890.5279    0.1667    0.2265    0.6324    0.6444    35.3645
0285    000874.4128    0.1667    0.2252    0.6325    0.6444    35.8802
0286    000866.3652    0.1667    0.2237    0.6323    0.6444    35.2239
0287    000898.5874    0.1667    0.2258    0.6326    0.6444    35.3117
0288    000930.8056    0.1683    0.2288    0.6311    0.6444    35.6384
0289    000890.5279    0.1683    0.2257    0.6321    0.6444    35.0470
0290    000874.4168    0.1667    0.2278    0.6311    0.6444    34.9920
0291    000906.6230    0.1667    0.2270    0.6319    0.6441    34.5842
0292    000906.6390    0.1667    0.2260    0.6319    0.6444    34.9472
0293    000834.1430    0.1667    0.2230    0.6317    0.6444    35.0384
0294    000858.3096    0.1667    0.2259    0.6323    0.6444    35.0980
0295    000890.5319    0.1667    0.2277    0.6312    0.6444    34.9846
0296    000858.3097    0.1667    0.2231    0.6321    0.6444    35.0614
0297    000906.6396    0.1667    0.2282    0.6319    0.6444    35.1743
0298    000866.3652    0.1667    0.2262    0.6317    0.6444    35.1154
0299    000882.4660    0.1667    0.2267    0.6311    0.6444    35.6829
0300    000898.5715    0.1683    0.2264    0.6322    0.6432    35.2628
0301    000914.6985    0.1667    0.2265    0.6329    0.6444    35.4237
0302    000914.6905    0.1683    0.2298    0.6309    0.6444    35.2036
0303    000866.3618    0.1667    0.2231    0.6324    0.6444    35.3156
0304    000898.5733    0.1667    0.2270    0.6321    0.6444    35.0260
0305    000874.4174    0.1667    0.2270    0.6314    0.6444    35.0898
0306    000874.4088    0.1667    0.2237    0.6331    0.6444    35.1118
0307    000906.6351    0.1667    0.2286    0.6310    0.6444    34.9891
0308    000914.6985    0.1667    0.2262    0.6313    0.6444    34.9047
0309    000882.4683    0.1683    0.2260    0.6316    0.6444    35.0646
0310    000890.5239    0.1667    0.2267    0.6322    0.6444    35.0609
0311    000899.2044    0.1667    0.2254    0.6321    0.6444    35.2606
0312    000866.3612    0.1667    0.2267    0.6319    0.6444    35.0611
0313    000874.7600    0.1650    0.2254    0.6338    0.6444    34.9555
0314    000866.3572    0.1667    0.2249    0.6330    0.6444    35.1739
0315    000850.2541    0.1667    0.2253    0.6340    0.6444    34.8758
0316    000898.5797    0.1683    0.2291    0.6335    0.6444    35.8383
0317    000866.3612    0.1667    0.2268    0.6337    0.6444    35.3400
0318    000890.5319    0.1667    0.2284    0.6329    0.6444    34.9812
0319    000866.3652    0.1667    0.2252    0.6332    0.6444    35.3519
0320    000906.6350    0.1667    0.2309    0.6325    0.6444    35.3145
0321    000898.5794    0.1667    0.2292    0.6331    0.6444    35.2806
0322    000866.3493    0.1667    0.2282    0.6342    0.6427    35.4183
0323    000890.5319    0.1667    0.2246    0.6342    0.6444    35.7038
0324    000890.5279    0.1667    0.2249    0.6344    0.6444    35.1442
0325    000882.4683    0.1667    0.2294    0.6335    0.6444    35.8494
0326    000898.5755    0.1700    0.2280    0.6331    0.6444    34.7181
0327    000882.4763    0.1667    0.2282    0.6334    0.6444    34.7070
0328    000850.2501    0.1667    0.2278    0.6335    0.6444    35.1378
0329    000890.5239    0.1667    0.2283    0.6341    0.6444    35.2985
0330    000882.4729    0.1667    0.2280    0.6332    0.6444    35.2597
0331    000866.3612    0.1667    0.2248    0.6345    0.6444    34.7867
0332    000882.4643    0.1700    0.2250    0.6329    0.6444    34.9448
0333    000866.9366    0.1650    0.2259    0.6328    0.6441    35.3188
0334    000900.0338    0.1650    0.2292    0.6341    0.6436    35.4947
0335    000907.2567    0.1667    0.2274    0.6227    0.6444    35.5026
0336    000874.4128    0.1667    0.2243    0.6245    0.6444    35.0342
0337    000874.4208    0.1667    0.2214    0.6248    0.6444    35.0091
0338    000874.4128    0.1667    0.2259    0.6244    0.6444    35.3596
0339    000914.6764    0.1667    0.2250    0.6241    0.6444    35.8358
0340    000882.4763    0.1667    0.2261    0.6248    0.6444    35.4605
0341    000874.4203    0.1667    0.2242    0.6236    0.6444    34.5664
0342    000850.2421    0.1667    0.2237    0.6232    0.6444    34.7834
0343    000850.2461    0.1667    0.2227    0.6248    0.6444    35.4537
0344    000858.3909    0.1667    0.2271    0.6381    0.6444    35.6619
0345    000898.5874    0.1667    0.2321    0.6367    0.6444    38.5975
0346    000882.4683    0.1683    0.2287    0.6376    0.6444    37.0991
0347    000874.4860    0.1650    0.2308    0.6378    0.6444    34.9865
0348    000898.5755    0.1683    0.2303    0.6318    0.6444    34.9987
0349    000842.1986    0.1667    0.2233    0.6333    0.6444    35.4903
0350    000890.5279    0.1667    0.2282    0.6315    0.6444    35.4595
0351    000898.5834    0.1667    0.2254    0.6313    0.6444    34.4259
0352    000906.6390    0.1667    0.2282    0.6318    0.6444    35.1696
0353    000850.2541    0.1667    0.2244    0.6323    0.6444    35.0251
0354    000866.3612    0.1667    0.2223    0.6327    0.6444    41.5686
0355    000874.4208    0.1667    0.2241    0.6320    0.6444    35.2146
0356    000890.5279    0.1667    0.2258    0.6318    0.6444    35.0306
0357    000882.4763    0.1667    0.2254    0.6315    0.6444    35.4787
0358    000858.3097    0.1667    0.2244    0.6321    0.6444    34.6217
0359    000898.5834    0.1667    0.2259    0.6311    0.6444    34.7058
0360    000882.4683    0.1667    0.2279    0.6321    0.6444    35.4543
0361    000890.5279    0.1667    0.2264    0.6317    0.6444    35.4057
0362    000866.3652    0.1667    0.2262    0.6332    0.6444    41.3447
0363    000882.4723    0.1667    0.2278    0.6325    0.6444    34.8848
0364    000866.3615    0.1667    0.2265    0.6326    0.6444    35.0209
0365    000906.6430    0.1667    0.2288    0.6312    0.6444    35.1878
0366    000874.4208    0.1667    0.2261    0.6325    0.6444    35.0991
0367    000882.4724    0.1667    0.2250    0.6332    0.6444    35.4204
0368    000874.4088    0.1667    0.2248    0.6321    0.6440    35.2164
0369    000858.3057    0.1667    0.2278    0.6318    0.6444    35.0443
0370    000906.6430    0.1667    0.2278    0.6319    0.6444    38.5889
0371    000898.5834    0.1667    0.2244    0.6329    0.6444    37.4567
0372    000866.3628    0.1667    0.2255    0.6323    0.6444    35.2177
0373    000906.6430    0.1667    0.2284    0.6326    0.6444    35.2470
0374    000898.5874    0.1667    0.2257    0.6322    0.6444    35.0240
0375    000906.6430    0.1667    0.2273    0.6329    0.6444    35.3889
0376    000890.5319    0.1667    0.2278    0.6321    0.6444    35.6727
0377    000882.4763    0.1667    0.2289    0.6323    0.6444    34.8793
0378    000882.4606    0.1667    0.2251    0.6340    0.6437    34.9096
0379    000850.2541    0.1667    0.2241    0.6327    0.6444    43.7300
0380    000874.4208    0.1667    0.2307    0.6322    0.6444    35.5464
0381    000874.4128    0.1667    0.2235    0.6337    0.6444    35.2724
0382    000874.4174    0.1667    0.2277    0.6327    0.6444    34.8622
0383    000866.3612    0.1667    0.2274    0.6327    0.6444    34.6698
0384    000866.3652    0.1667    0.2240    0.6322    0.6444    35.3248
0385    000858.3096    0.1667    0.2280    0.6336    0.6444    34.9075
0386    000890.5319    0.1667    0.2293    0.6324    0.6444    34.9268
0387    000898.5874    0.1667    0.2252    0.6325    0.6444    42.1182
0388    000890.5319    0.1667    0.2275    0.6333    0.6444    34.6395
0389    000890.5239    0.1667    0.2285    0.6334    0.6444    35.1055
0390    000882.6529    0.1667    0.2304    0.6373    0.6444    34.8832
0391    000882.4683    0.1667    0.2272    0.6386    0.6444    35.4248
0392    000890.5319    0.1667    0.2284    0.6383    0.6444    34.9332
0393    000882.4763    0.1667    0.2272    0.6386    0.6444    35.2948
0394    000874.4167    0.1667    0.2283    0.6379    0.6444    34.5803
0395    000906.6390    0.1667    0.2264    0.6382    0.6444    40.1207
0396    000874.4207    0.1667    0.2279    0.6381    0.6444    34.9643
0397    000898.5716    0.1683    0.2280    0.6363    0.6444    35.1449
0398    000922.7501    0.1667    0.2303    0.6372    0.6444    34.6649
0399    000874.4168    0.1667    0.2301    0.6368    0.6444    34.6827
0400    000874.4168    0.1667    0.2266    0.6391    0.6444    34.7881
